ts_l_ns,ts_r_ns,delta_ms
8040055017000,8040055255000,0.238
8040090717000,8040090954000,0.237
8040126417000,8040126654000,0.237
8040162117000,8040162353000,0.236
8040197817000,8040198053000,0.236
8040233517000,8040233753000,0.236
8040269216000,8040269452000,0.236
8040304917000,8040305152000,0.235
8040340616000,8040340852000,0.236
8040376316000,8040376551000,0.235
8040412016000,8040412251000,0.235
8040447716000,8040447951000,0.235
8040483416000,8040483650000,0.234
8040519115000,8040519350000,0.235
8040554815000,8040555050000,0.235
8040590515000,8040590749000,0.234
8040626215000,8040626449000,0.234
8040661915000,8040662149000,0.234
8040697614000,8040697848000,0.234
8040733314000,8040733548000,0.234
8040769014000,8040769248000,0.234
8040804714000,8040804947000,0.233
8040840414000,8040840647000,0.233
8040876114000,8040876347000,0.233
8040911813000,8040912046000,0.233
8040947514000,8040947746000,0.232
8040983213000,8040983445000,0.232
8041018913000,8041019145000,0.232
8041054613000,8041054845000,0.232
8041090313000,8041090545000,0.232
8041126012000,8041126244000,0.232
8041161712000,8041161944000,0.232
8041197412000,8041197644000,0.232
8041233112000,8041233343000,0.231
8041268812000,8041269043000,0.231
8041304512000,8041304742000,0.23
8041340211000,8041340442000,0.231
8041375911000,8041376142000,0.231
8041411611000,8041411841000,0.23
8041447311000,8041447541000,0.23
8041483011000,8041483241000,0.23
8041518711000,8041518940000,0.229
8041554411000,8041554640000,0.229
8041590110000,8041590340000,0.23
8041625810000,8041626039000,0.229
8041661510000,8041661739000,0.229
8041697210000,8041697439000,0.229
8041732910000,8041733138000,0.228
8041768609000,8041768838000,0.229
8041804309000,8041804538000,0.229
8041840009000,8041840237000,0.228
8041875709000,8041875937000,0.228
8041911409000,8041911637000,0.228
8041947109000,8041947336000,0.227
8041982809000,8041983036000,0.227
8042018508000,8042018736000,0.228
8042054208000,8042054435000,0.227
8042089908000,8042090135000,0.227
8042125608000,8042125835000,0.227
8042161308000,8042161534000,0.226
8042197008000,8042197234000,0.226
8042232707000,8042232933000,0.226
8042268407000,8042268633000,0.226
8042304107000,8042304333000,0.226
8042339807000,8042340033000,0.226
8042375507000,8042375732000,0.225
8042411206000,8042411432000,0.226
8042446906000,8042447131000,0.225
8042482606000,8042482831000,0.225
8042518306000,8042518531000,0.225
8042554006000,8042554230000,0.224
8042589705000,8042589930000,0.225
8042625405000,8042625630000,0.225
8042661105000,8042661329000,0.224
8042696806000,8042697029000,0.223
8042732505000,8042732729000,0.224
8042768205000,8042768428000,0.223
8042803905000,8042804128000,0.223
8042839604000,8042839828000,0.224
8042875304000,8042875528000,0.224
8042911004000,8042911227000,0.223
8042946704000,8042946926000,0.222
8042982404000,8042982626000,0.222
8043018104000,8043018326000,0.222
8043053803000,8043054026000,0.223
8043089504000,8043089725000,0.221
8043125203000,8043125425000,0.222
8043160903000,8043161125000,0.222
8043196603000,8043196824000,0.221
8043232303000,8043232524000,0.221
8043268002000,8043268223000,0.221
8043303702000,8043303923000,0.221
8043339403000,8043339623000,0.22
8043375102000,8043375322000,0.22
8043410802000,8043411022000,0.22
8043446502000,8043446722000,0.22
8043482202000,8043482422000,0.22
8043517901000,8043518121000,0.22
8043553601000,8043553821000,0.22
8043589301000,8043589520000,0.219
8043625001000,8043625220000,0.219
8043660701000,8043660920000,0.219
8043696400000,8043696619000,0.219
8043732100000,8043732319000,0.219
8043767800000,8043768019000,0.219
8043803500000,8043803718000,0.218
8043839200000,8043839418000,0.218
8043874900000,8043875118000,0.218
8043910600000,8043910817000,0.217
8043946299000,8043946517000,0.218
8043981999000,8043982217000,0.218
8044017699000,8044017916000,0.217
8044053399000,8044053616000,0.217
8044089099000,8044089315000,0.216
8044124799000,8044125015000,0.216
8044160499000,8044160715000,0.216
8044196198000,8044196415000,0.217
8044231898000,8044232115000,0.217
8044267598000,8044267814000,0.216
8044303298000,8044303514000,0.216
8044338998000,8044339213000,0.215
8044374697000,8044374913000,0.216
8044410397000,8044410612000,0.215
8044446097000,8044446312000,0.215
8044481797000,8044482012000,0.215
8044517497000,8044517711000,0.214
8044553197000,8044553411000,0.214
8044588897000,8044589111000,0.214
8044624596000,8044624810000,0.214
8044660296000,8044660510000,0.214
8044695996000,8044696210000,0.214
8044731696000,8044731909000,0.213
8044767395000,8044767609000,0.214
8044803096000,8044803309000,0.213
8044838795000,8044839008000,0.213
8044874495000,8044874708000,0.213
8044910195000,8044910408000,0.213
8044945895000,8044946108000,0.213
8044981595000,8044981807000,0.212
8045017295000,8045017507000,0.212
8045052994000,8045053206000,0.212
8045088694000,8045088906000,0.212
8045124394000,8045124606000,0.212
8045160094000,8045160305000,0.211
8045195793000,8045196005000,0.212
8045231494000,8045231704000,0.21
8045267193000,8045267404000,0.211
8045302893000,8045303104000,0.211
8045338593000,8045338804000,0.211
8045374293000,8045374503000,0.21
8045409993000,8045410203000,0.21
8045445692000,8045445903000,0.211
8045481392000,8045481602000,0.21
8045517092000,8045517302000,0.21
8045552792000,8045553002000,0.21
8045588492000,8045588701000,0.209
8045624192000,8045624401000,0.209
8045659891000,8045660101000,0.21
8045695591000,8045695800000,0.209
8045731291000,8045731500000,0.209
8045766991000,8045767199000,0.208
8045802691000,8045802899000,0.208
8045838391000,8045838599000,0.208
8045874091000,8045874298000,0.207
8045909790000,8045909998000,0.208
8045945490000,8045945698000,0.208
8045981190000,8045981397000,0.207
8046016890000,8046017097000,0.207
8046052590000,8046052797000,0.207
8046088290000,8046088496000,0.206
8046123990000,8046124196000,0.206
8046159689000,8046159895000,0.206
8046195389000,8046195595000,0.206
8046231089000,8046231295000,0.206
8046266789000,8046266995000,0.206
8046302488000,8046302694000,0.206
8046338188000,8046338394000,0.206
8046373888000,8046374094000,0.206
8046409588000,8046409793000,0.205
8046445288000,8046445493000,0.205
8046480988000,8046481192000,0.204
8046516688000,8046516892000,0.204
8046552387000,8046552592000,0.205
8046588087000,8046588291000,0.204
8046623787000,8046623991000,0.204
8046659487000,8046659691000,0.204
8046695187000,8046695390000,0.203
8046730887000,8046731090000,0.203
8046766587000,8046766790000,0.203
8046802286000,8046802489000,0.203
8046837986000,8046838189000,0.203
8046873686000,8046873889000,0.203
8046909386000,8046909588000,0.202
8046945086000,8046945288000,0.202
8046980786000,8046980988000,0.202
8047016485000,8047016687000,0.202
8047052185000,8047052387000,0.202
8047087885000,8047088088000,0.203
8047123585000,8047123786000,0.201
8047159285000,8047159486000,0.201
8047194985000,8047195186000,0.201
8047230684000,8047230885000,0.201
8047266384000,8047266585000,0.201
8047302084000,8047302285000,0.201
8047337784000,8047337984000,0.2
8047373484000,8047373684000,0.2
8047409184000,8047409384000,0.2
8047444883000,8047445083000,0.2
8047480584000,8047480783000,0.199
8047516283000,8047516483000,0.2
8047551983000,8047552182000,0.199
8047587683000,8047587882000,0.199
8047623383000,8047623582000,0.199
8047659082000,8047659281000,0.199
8047694782000,8047694981000,0.199
8047730482000,8047730681000,0.199
8047766182000,8047766380000,0.198
8047801882000,8047802080000,0.198
8047837582000,8047837780000,0.198
8047873281000,8047873479000,0.198
8047908981000,8047909179000,0.198
8047944681000,8047944878000,0.197
8047980381000,8047980578000,0.197
8048016081000,8048016278000,0.197
8048051781000,8048051977000,0.196
8048087481000,8048087677000,0.196
8048123181000,8048123377000,0.196
8048158880000,8048159076000,0.196
8048194580000,8048194776000,0.196
8048230280000,8048230476000,0.196
8048265980000,8048266175000,0.195
8048301679000,8048301875000,0.196
8048337379000,8048337575000,0.196
8048373079000,8048373274000,0.195
8048408779000,8048408974000,0.195
8048444479000,8048444674000,0.195
8048480179000,8048480373000,0.194
8048515878000,8048516073000,0.195
8048551578000,8048551773000,0.195
8048587278000,8048587472000,0.194
8048622978000,8048623172000,0.194
8048658678000,8048658872000,0.194
8048694378000,8048694571000,0.193
8048730078000,8048730271000,0.193
8048765777000,8048765971000,0.194
8048801477000,8048801670000,0.193
8048837177000,8048837370000,0.193
8048872877000,8048873070000,0.193
8048908577000,8048908769000,0.192
8048944277000,8048944469000,0.192
8048979976000,8048980169000,0.193
8049015676000,8049015868000,0.192
8049051376000,8049051568000,0.192
8049087076000,8049087268000,0.192
8049122776000,8049122967000,0.191
8049158476000,8049158667000,0.191
8049194175000,8049194367000,0.192
8049229875000,8049230066000,0.191
8049265575000,8049265766000,0.191
8049301275000,8049301466000,0.191
8049336975000,8049337165000,0.19
8049372675000,8049372865000,0.19
8049408374000,8049408565000,0.191
8049444074000,8049444264000,0.19
8049479774000,8049479964000,0.19
8049515474000,8049515664000,0.19
8049551174000,8049551363000,0.189
8049586874000,8049587063000,0.189
8049622573000,8049622762000,0.189
8049658273000,8049658462000,0.189
8049693973000,8049694162000,0.189
8049729673000,8049729861000,0.188
8049765373000,8049765561000,0.188
8049801073000,8049801261000,0.188
8049836772000,8049836960000,0.188
8049872473000,8049872660000,0.187
8049908172000,8049908360000,0.188
8049943872000,8049944060000,0.188
8049979572000,8049979759000,0.187
8050015272000,8050015459000,0.187
8050050972000,8050051158000,0.186
8050086672000,8050086858000,0.186
8050122371000,8050122558000,0.187
8050158071000,8050158257000,0.186
8050193771000,8050193957000,0.186
8050229471000,8050229657000,0.186
8050265171000,8050265358000,0.187
8050300870000,8050301056000,0.186
8050336570000,8050336756000,0.186
8050372270000,8050372455000,0.185
8050407970000,8050408155000,0.185
8050443670000,8050443855000,0.185
8050479369000,8050479554000,0.185
8050515070000,8050515254000,0.184
8050550769000,8050550954000,0.185
8050586469000,8050586653000,0.184
8050622169000,8050622353000,0.184
8050657869000,8050658053000,0.184
8050693569000,8050693752000,0.183
8050729269000,8050729452000,0.183
8050764968000,8050765152000,0.184
8050800668000,8050800851000,0.183
8050836368000,8050836551000,0.183
8050872068000,8050872251000,0.183
8050907768000,8050907950000,0.182
8050943468000,8050943650000,0.182
8050979167000,8050979350000,0.183
8051014867000,8051015049000,0.182
8051050567000,8051050749000,0.182
8051086267000,8051086448000,0.181
8051121967000,8051122148000,0.181
8051157666000,8051157848000,0.182
8051193366000,8051193547000,0.181
8051229067000,8051229247000,0.18
8051264766000,8051264947000,0.181
8051300466000,8051300646000,0.18
8051336166000,8051336346000,0.18
8051371866000,8051372046000,0.18
8051407565000,8051407745000,0.18
8051443265000,8051443445000,0.18
8051478965000,8051479145000,0.18
8051514665000,8051514844000,0.179
8051550365000,8051550544000,0.179
8051586065000,8051586244000,0.179
8051621764000,8051621943000,0.179
8051657464000,8051657643000,0.179
8051693164000,8051693344000,0.18
8051728864000,8051729042000,0.178
8051764564000,8051764742000,0.178
8051800263000,8051800442000,0.179
8051835964000,8051836141000,0.177
8051871664000,8051871841000,0.177
8051907363000,8051907541000,0.178
8051943063000,8051943240000,0.177
8051978763000,8051978940000,0.177
8052014463000,8052014640000,0.177
8052050163000,8052050339000,0.176
8052085862000,8052086039000,0.177
8052121562000,8052121739000,0.177
8052157262000,8052157438000,0.176
8052192962000,8052193138000,0.176
8052228662000,8052228838000,0.176
8052264361000,8052264537000,0.176
8052300061000,8052300237000,0.176
8052335761000,8052335937000,0.176
8052371461000,8052371636000,0.175
8052407161000,8052407336000,0.175
8052442861000,8052443036000,0.175
8052478561000,8052478735000,0.174
8052514261000,8052514435000,0.174
8052549960000,8052550135000,0.175
8052585660000,8052585834000,0.174
8052621360000,8052621534000,0.174
8052657060000,8052657234000,0.174
8052692760000,8052692933000,0.173
8052728459000,8052728633000,0.174
8052764159000,8052764333000,0.174
8052799859000,8052800033000,0.174
8052835559000,8052835732000,0.173
8052871259000,8052871431000,0.172
8052906959000,8052907132000,0.173
8052942658000,8052942831000,0.173
8052978358000,8052978531000,0.173
8053014058000,8053014230000,0.172
8053049758000,8053049930000,0.172
8053085458000,8053085629000,0.171
8053121158000,8053121329000,0.171
8053156858000,8053157029000,0.171
8053192557000,8053192728000,0.171
8053228257000,8053228428000,0.171
8053263957000,8053264128000,0.171
8053299657000,8053299827000,0.17
8053335357000,8053335527000,0.17
8053371057000,8053371227000,0.17
8053406756000,8053406926000,0.17
8053442456000,8053442626000,0.17
8053478156000,8053478326000,0.17
8053513856000,8053514025000,0.169
8053549556000,8053549725000,0.169
8053585256000,8053585425000,0.169
8053620955000,8053621124000,0.169
8053656655000,8053656824000,0.169
8053692355000,8053692524000,0.169
8053728055000,8053728223000,0.168
8053763755000,8053763923000,0.168
8053799455000,8053799623000,0.168
8053835155000,8053835322000,0.167
8053870854000,8053871022000,0.168
8053906554000,8053906722000,0.168
8053942254000,8053942421000,0.167
8053977954000,8053978121000,0.167
8054013654000,8054013821000,0.167
8054049353000,8054049520000,0.167
8054085053000,8054085220000,0.167
8054120753000,8054120920000,0.167
8054156453000,8054156620000,0.167
8054192153000,8054192319000,0.166
8054227853000,8054228019000,0.166
8054263553000,8054263718000,0.165
8054299252000,8054299418000,0.166
8054334952000,8054335118000,0.166
8054370652000,8054370817000,0.165
8054406352000,8054406517000,0.165
8054442052000,8054442217000,0.165
8054477752000,8054477916000,0.164
8054513452000,8054513616000,0.164
8054549151000,8054549316000,0.165
8054584851000,8054585015000,0.164
8054620551000,8054620715000,0.164
8054656251000,8054656415000,0.164
8054691951000,8054692114000,0.163
8054727650000,8054727814000,0.164
8054763350000,8054763514000,0.164
8054799050000,8054799213000,0.163
8054834750000,8054834913000,0.163
8054870450000,8054870612000,0.162
8054906150000,8054906312000,0.162
8054941850000,8054942012000,0.162
8054977549000,8054977712000,0.163
8055013249000,8055013411000,0.162
8055048949000,8055049111000,0.162
8055084649000,8055084811000,0.162
8055120349000,8055120510000,0.161
8055156049000,8055156210000,0.161
8055191748000,8055191910000,0.162
8055227449000,8055227609000,0.16
8055263148000,8055263309000,0.161
8055298848000,8055299008000,0.16
8055334548000,8055334708000,0.16
8055370248000,8055370408000,0.16
8055405948000,8055406107000,0.159
8055441647000,8055441807000,0.16
8055477347000,8055477507000,0.16
8055513047000,8055513206000,0.159
8055548747000,8055548906000,0.159
8055584447000,8055584607000,0.16
8055620147000,8055620306000,0.159
8055655846000,8055656005000,0.159
8055691546000,8055691705000,0.159
8055727246000,8055727404000,0.158
8055762946000,8055763104000,0.158
8055798646000,8055798804000,0.158
8055834345000,8055834504000,0.159
8055870045000,8055870203000,0.158
8055905745000,8055905903000,0.158
8055941446000,8055941602000,0.156
8055977145000,8055977302000,0.157
8056012845000,8056013002000,0.157
8056048545000,8056048701000,0.156
8056084245000,8056084401000,0.156
8056119944000,8056120101000,0.157
8056155644000,8056155800000,0.156
8056191344000,8056191500000,0.156
8056227044000,8056227200000,0.156
8056262744000,8056262899000,0.155
8056298444000,8056298599000,0.155
8056334143000,8056334299000,0.156
8056369843000,8056369998000,0.155
8056405543000,8056405698000,0.155
8056441243000,8056441398000,0.155
8056476943000,8056477097000,0.154
8056512642000,8056512797000,0.155
8056548342000,8056548497000,0.155
8056584043000,8056584196000,0.153
8056619742000,8056619896000,0.154
8056655442000,8056655596000,0.154
8056691142000,8056691295000,0.153
8056726842000,8056726995000,0.153
8056762541000,8056762694000,0.153
8056798241000,8056798394000,0.153
8056833941000,8056834094000,0.153
8056869641000,8056869794000,0.153
8056905341000,8056905493000,0.152
8056941041000,8056941193000,0.152
8056976740000,8056976893000,0.153
8057012440000,8057012592000,0.152
8057048140000,8057048292000,0.152
8057083840000,8057083992000,0.152
8057119540000,8057119691000,0.151
8057155240000,8057155391000,0.151
8057190940000,8057191090000,0.15
8057226640000,8057226790000,0.15
8057262339000,8057262490000,0.151
8057298039000,8057298190000,0.151
8057333739000,8057333889000,0.15
8057369439000,8057369589000,0.15
8057405139000,8057405289000,0.15
8057440838000,8057440988000,0.15
8057476538000,8057476688000,0.15
8057512238000,8057512387000,0.149
8057547938000,8057548088000,0.15
8057583638000,8057583787000,0.149
8057619338000,8057619487000,0.149
8057655038000,8057655186000,0.148
8057690737000,8057690886000,0.149
8057726437000,8057726586000,0.149
8057762137000,8057762285000,0.148
8057797837000,8057797985000,0.148
8057833537000,8057833685000,0.148
8057869236000,8057869384000,0.148
8057904936000,8057905084000,0.148
8057940636000,8057940784000,0.148
8057976336000,8057976483000,0.147
8058012036000,8058012183000,0.147
8058047736000,8058047883000,0.147
8058083436000,8058083582000,0.146
8058119135000,8058119282000,0.147
8058154835000,8058154982000,0.147
8058190535000,8058190681000,0.146
8058226235000,8058226381000,0.146
8058261935000,8058262081000,0.146
8058297635000,8058297780000,0.145
8058333334000,8058333480000,0.146
8058369034000,8058369180000,0.146
8058404734000,8058404879000,0.145
8058440434000,8058440579000,0.145
8058476134000,8058476279000,0.145
8058511834000,8058511978000,0.144
8058547533000,8058547678000,0.145
8058583233000,8058583378000,0.145
8058618933000,8058619077000,0.144
8058654633000,8058654777000,0.144
8058690333000,8058690477000,0.144
8058726033000,8058726176000,0.143
8058761733000,8058761876000,0.143
8058797432000,8058797575000,0.143
8058833132000,8058833275000,0.143
8058868832000,8058868975000,0.143
8058904532000,8058904675000,0.143
8058940232000,8058940374000,0.142
8058975932000,8058976074000,0.142
8059011632000,8059011773000,0.141
8059047331000,8059047473000,0.142
8059083031000,8059083173000,0.142
8059118731000,8059118872000,0.141
8059154431000,8059154572000,0.141
8059190130000,8059190272000,0.142
8059225830000,8059225972000,0.142
8059261530000,8059261671000,0.141
8059297230000,8059297371000,0.141
8059332930000,8059333070000,0.14
8059368630000,8059368770000,0.14
8059404330000,8059404470000,0.14
8059440029000,8059440170000,0.141
8059475729000,8059475869000,0.14
8059511429000,8059511569000,0.14
8059547129000,8059547269000,0.14
8059582829000,8059582968000,0.139
8059618529000,8059618668000,0.139
8059654229000,8059654368000,0.139
8059689928000,8059690067000,0.139
8059725628000,8059725767000,0.139
8059761328000,8059761466000,0.138
8059797028000,8059797166000,0.138
8059832728000,8059832866000,0.138
8059868428000,8059868565000,0.137
8059904128000,8059904265000,0.137
8059939827000,8059939965000,0.138
8059975527000,8059975664000,0.137
8060011227000,8060011364000,0.137
8060046927000,8060047064000,0.137
8060082627000,8060082763000,0.136
8060118327000,8060118463000,0.136
8060154026000,8060154163000,0.137
8060189726000,8060189863000,0.137
8060225426000,8060225562000,0.136
8060261126000,8060261262000,0.136
8060296826000,8060296962000,0.136
8060332526000,8060332661000,0.135
8060368226000,8060368362000,0.136
8060403925000,8060404062000,0.137
8060439625000,8060439761000,0.136
8060475325000,8060475461000,0.136
8060511025000,8060511161000,0.136
8060546725000,8060546860000,0.135
8060582425000,8060582561000,0.136
8060618124000,8060618260000,0.136
8060653824000,8060653960000,0.136
8060689524000,8060689660000,0.136
8060725224000,8060725360000,0.136
8060760924000,8060761060000,0.136
8060796624000,8060796759000,0.135
8060832323000,8060832459000,0.136
8060868023000,8060868159000,0.136
8060903723000,8060903859000,0.136
8060939423000,8060939559000,0.136
8060975123000,8060975259000,0.136
8061010823000,8061010958000,0.135
8061046523000,8061046659000,0.136
8061082222000,8061082358000,0.136
8061117922000,8061118058000,0.136
8061153622000,8061153758000,0.136
8061189322000,8061189458000,0.136
8061225022000,8061225157000,0.135
8061260721000,8061260857000,0.136
8061296422000,8061296557000,0.135
8061332121000,8061332257000,0.136
8061367821000,8061367957000,0.136
8061403521000,8061403656000,0.135
8061439221000,8061439356000,0.135
8061474921000,8061475056000,0.135
8061510620000,8061510755000,0.135
8061546320000,8061546455000,0.135
8061582020000,8061582155000,0.135
8061617720000,8061617854000,0.134
8061653420000,8061653554000,0.134
8061689120000,8061689254000,0.134
8061724819000,8061724953000,0.134
8061760519000,8061760653000,0.134
8061796219000,8061796353000,0.134
8061831919000,8061832053000,0.134
8061867619000,8061867752000,0.133
8061903319000,8061903452000,0.133
8061939019000,8061939151000,0.132
8061974719000,8061974851000,0.132
8062010418000,8062010551000,0.133
8062046118000,8062046251000,0.133
8062081818000,8062081950000,0.132
8062117518000,8062117650000,0.132
8062153218000,8062153350000,0.132
8062188918000,8062189049000,0.131
8062224617000,8062224749000,0.132
8062260317000,8062260448000,0.131
8062296017000,8062296148000,0.131
8062331717000,8062331848000,0.131
8062367417000,8062367548000,0.131
8062403117000,8062403247000,0.13
8062438816000,8062438946000,0.13
8062474516000,8062474647000,0.131
8062510216000,8062510346000,0.13
8062545916000,8062546046000,0.13
8062581616000,8062581745000,0.129
8062617316000,8062617445000,0.129
8062653015000,8062653145000,0.13
8062688715000,8062688844000,0.129
8062724415000,8062724544000,0.129
8062760115000,8062760244000,0.129
8062795815000,8062795943000,0.128
8062831515000,8062831643000,0.128
8062867215000,8062867343000,0.128
8062902914000,8062903042000,0.128
8062938614000,8062938742000,0.128
8062974314000,8062974442000,0.128
8063010014000,8063010141000,0.127
8063045714000,8063045841000,0.127
8063081414000,8063081541000,0.127
8063117114000,8063117241000,0.127
8063152813000,8063152940000,0.127
8063188513000,8063188640000,0.127
8063224213000,8063224339000,0.126
8063259913000,8063260039000,0.126
8063295613000,8063295739000,0.126
8063331312000,8063331438000,0.126
8063367013000,8063367138000,0.125
8063402712000,8063402838000,0.126
8063438412000,8063438538000,0.126
8063474112000,8063474237000,0.125
8063509812000,8063509937000,0.125
8063545512000,8063545637000,0.125
8063581212000,8063581336000,0.124
8063616912000,8063617036000,0.124
8063652611000,8063652736000,0.125
8063688311000,8063688435000,0.124
8063724011000,8063724135000,0.124
8063759711000,8063759835000,0.124
8063795411000,8063795534000,0.123
8063831110000,8063831234000,0.124
8063866810000,8063866934000,0.124
8063902510000,8063902633000,0.123
8063938210000,8063938333000,0.123
8063973910000,8063974032000,0.122
8064009610000,8064009732000,0.122
8064045309000,8064045432000,0.123
8064081009000,8064081132000,0.123
8064116709000,8064116831000,0.122
8064152409000,8064152531000,0.122
8064188109000,8064188230000,0.121
8064223808000,8064223930000,0.122
8064259508000,8064259630000,0.122
8064295208000,8064295329000,0.121
8064330908000,8064331029000,0.121
8064366608000,8064366729000,0.121
8064402308000,8064402429000,0.121
8064438008000,8064438128000,0.12
8064473708000,8064473828000,0.12
8064509407000,8064509528000,0.121
8064545107000,8064545227000,0.12
8064580807000,8064580928000,0.121
8064616507000,8064616627000,0.12
8064652207000,8064652326000,0.119
8064687906000,8064688026000,0.12
8064723606000,8064723725000,0.119
8064759306000,8064759425000,0.119
8064795006000,8064795125000,0.119
8064830706000,8064830825000,0.119
8064866406000,8064866524000,0.118
8064902106000,8064902224000,0.118
8064937805000,8064937924000,0.119
8064973506000,8064973623000,0.117
8065009205000,8065009323000,0.118
8065044905000,8065045023000,0.118
8065080605000,8065080722000,0.117
8065116305000,8065116422000,0.117
8065152005000,8065152122000,0.117
8065187704000,8065187821000,0.117
8065223404000,8065223521000,0.117
8065259104000,8065259221000,0.117
8065294804000,8065294920000,0.116
8065330504000,8065330620000,0.116
8065366204000,8065366320000,0.116
8065401903000,8065402019000,0.116
8065437603000,8065437719000,0.116
8065473303000,8065473419000,0.116
8065509003000,8065509119000,0.116
8065544703000,8065544818000,0.115
8065580403000,8065580518000,0.115
8065616103000,8065616217000,0.114
8065651803000,8065651917000,0.114
8065687502000,8065687617000,0.115
8065723202000,8065723316000,0.114
8065758902000,8065759016000,0.114
8065794602000,8065794716000,0.114
8065830302000,8065830415000,0.113
8065866002000,8065866115000,0.113
8065901701000,8065901815000,0.114
8065937402000,8065937514000,0.112
8065973101000,8065973214000,0.113
8066008801000,8066008914000,0.113
8066044501000,8066044613000,0.112
8066080201000,8066080313000,0.112
8066115901000,8066116013000,0.112
8066151600000,8066151712000,0.112
8066187300000,8066187412000,0.112
8066223000000,8066223112000,0.112
8066258700000,8066258811000,0.111
8066294400000,8066294511000,0.111
8066330100000,8066330211000,0.111
8066365799000,8066365910000,0.111
8066401499000,8066401610000,0.111
8066437199000,8066437310000,0.111
8066472899000,8066473009000,0.11
8066508599000,8066508709000,0.11
8066544299000,8066544409000,0.11
8066579998000,8066580108000,0.11
8066615698000,8066615808000,0.11
8066651399000,8066651508000,0.109
8066687098000,8066687207000,0.109
8066722798000,8066722907000,0.109
8066758498000,8066758607000,0.109
8066794197000,8066794306000,0.109
8066829898000,8066830006000,0.108
8066865597000,8066865706000,0.109
8066901297000,8066901405000,0.108
8066936997000,8066937105000,0.108
8066972697000,8066972805000,0.108
8067008397000,8067008504000,0.107
8067044096000,8067044204000,0.108
8067079796000,8067079904000,0.108
8067115496000,8067115603000,0.107
8067151196000,8067151303000,0.107
8067186896000,8067187003000,0.107
8067222596000,8067222702000,0.106
8067258296000,8067258402000,0.106
8067293996000,8067294102000,0.106
8067329695000,8067329801000,0.106
8067365395000,8067365501000,0.106
8067401095000,8067401201000,0.106
8067436795000,8067436900000,0.105
8067472495000,8067472600000,0.105
8067508195000,8067508300000,0.105
8067543894000,8067543999000,0.105
8067579594000,8067579699000,0.105
8067615294000,8067615399000,0.105
8067650994000,8067651098000,0.104
8067686694000,8067686798000,0.104
8067722394000,8067722498000,0.104
8067758093000,8067758197000,0.104
8067793793000,8067793897000,0.104
8067829493000,8067829597000,0.104
8067865193000,8067865296000,0.103
8067900893000,8067900996000,0.103
8067936593000,8067936696000,0.103
8067972292000,8067972396000,0.104
8068007993000,8068008095000,0.102
8068043692000,8068043795000,0.103
8068079392000,8068079495000,0.103
8068115092000,8068115194000,0.102
8068150792000,8068150894000,0.102
8068186492000,8068186594000,0.102
8068222191000,8068222293000,0.102
8068257891000,8068257993000,0.102
8068293591000,8068293693000,0.102
8068329291000,8068329393000,0.102
8068364991000,8068365092000,0.101
8068400691000,8068400791000,0.1
8068436391000,8068436491000,0.1
8068472091000,8068472191000,0.1
8068507790000,8068507891000,0.101
8068543490000,8068543590000,0.1
8068579190000,8068579290000,0.1
8068614890000,8068614990000,0.1
8068650590000,8068650689000,0.099
8068686290000,8068686389000,0.099
8068721989000,8068722089000,0.1
8068757689000,8068757788000,0.099
8068793389000,8068793488000,0.099
8068829089000,8068829188000,0.099
8068864789000,8068864887000,0.098
8068900488000,8068900587000,0.099
8068936188000,8068936287000,0.099
8068971888000,8068971986000,0.098
8069007588000,8069007686000,0.098
8069043288000,8069043386000,0.098
8069078988000,8069079085000,0.097
8069114688000,8069114785000,0.097
8069150388000,8069150485000,0.097
8069186087000,8069186184000,0.097
8069221787000,8069221884000,0.097
8069257487000,8069257584000,0.097
8069293187000,8069293283000,0.096
8069328887000,8069328983000,0.096
8069364586000,8069364683000,0.097
8069400286000,8069400382000,0.096
8069435986000,8069436082000,0.096
8069471686000,8069471782000,0.096
8069507386000,8069507481000,0.095
8069543086000,8069543181000,0.095
8069578786000,8069578881000,0.095
8069614485000,8069614580000,0.095
8069650185000,8069650280000,0.095
8069685885000,8069685980000,0.095
8069721585000,8069721679000,0.094
8069757285000,8069757379000,0.094
8069792985000,8069793079000,0.094
8069828685000,8069828778000,0.093
8069864384000,8069864478000,0.094
8069900084000,8069900178000,0.094
8069935784000,8069935877000,0.093
8069971484000,8069971577000,0.093
8070007184000,8070007277000,0.093
8070042884000,8070042976000,0.092
8070078584000,8070078676000,0.092
8070114283000,8070114376000,0.093
8070149983000,8070150075000,0.092
8070185683000,8070185775000,0.092
8070221383000,8070221475000,0.092
8070257083000,8070257174000,0.091
8070292783000,8070292874000,0.091
8070328483000,8070328574000,0.091
8070364182000,8070364273000,0.091
8070399882000,8070399973000,0.091
8070435582000,8070435673000,0.091
8070471282000,8070471373000,0.091
8070506982000,8070507072000,0.09
8070542681000,8070542772000,0.091
8070578382000,8070578472000,0.09
8070614081000,8070614171000,0.09
8070649781000,8070649871000,0.09
8070685481000,8070685570000,0.089
8070721181000,8070721270000,0.089
8070756881000,8070756970000,0.089
8070792580000,8070792670000,0.09
8070828280000,8070828369000,0.089
8070863980000,8070864069000,0.089
8070899680000,8070899768000,0.088
8070935380000,8070935468000,0.088
8070971080000,8070971168000,0.088
8071006779000,8071006868000,0.089
8071042479000,8071042567000,0.088
8071078179000,8071078267000,0.088
8071113879000,8071113967000,0.088
8071149579000,8071149666000,0.087
8071185279000,8071185366000,0.087
