ts_l_ns,ts_r_ns,delta_ms
7938988827000,7938989585000,0.758
7939024527000,7939025284000,0.757
7939060227000,7939060984000,0.757
7939095926000,7939096684000,0.758
7939131626000,7939132383000,0.757
7939167326000,7939168083000,0.757
7939203026000,7939203782000,0.756
7939238726000,7939239482000,0.756
7939274426000,7939275182000,0.756
7939310125000,7939310881000,0.756
7939345825000,7939346581000,0.756
7939381525000,7939382280000,0.755
7939417225000,7939417980000,0.755
7939452925000,7939453680000,0.755
7939488624000,7939489379000,0.755
7939524324000,7939525079000,0.755
7939560024000,7939560778000,0.754
7939595724000,7939596478000,0.754
7939631424000,7939632179000,0.755
7939667123000,7939667877000,0.754
7939702823000,7939703577000,0.754
7939738523000,7939739277000,0.754
7939774223000,7939774976000,0.753
7939809923000,7939810676000,0.753
7939845622000,7939846375000,0.753
7939881322000,7939882075000,0.753
7939917022000,7939917775000,0.753
7939952722000,7939953475000,0.753
7939988421000,7939989174000,0.753
7940024121000,7940024874000,0.753
7940059821000,7940060573000,0.752
7940095521000,7940096273000,0.752
7940131221000,7940131973000,0.752
7940166921000,7940167672000,0.751
7940202620000,7940203372000,0.752
7940238320000,7940239071000,0.751
7940274020000,7940274771000,0.751
7940309720000,7940310471000,0.751
7940345420000,7940346170000,0.75
7940381119000,7940381870000,0.751
7940416820000,7940417569000,0.749
7940452519000,7940453269000,0.75
7940488219000,7940488969000,0.75
7940523919000,7940524668000,0.749
7940559619000,7940560368000,0.749
7940595318000,7940596067000,0.749
7940631018000,7940631767000,0.749
7940666718000,7940667467000,0.749
7940702418000,7940703167000,0.749
7940738118000,7940738866000,0.748
7940773817000,7940774566000,0.749
7940809517000,7940810265000,0.748
7940845217000,7940845965000,0.748
7940880917000,7940881664000,0.747
7940916616000,7940917364000,0.748
7940952316000,7940953064000,0.748
7940988016000,7940988763000,0.747
7941023716000,7941024463000,0.747
7941059416000,7941060163000,0.747
7941095116000,7941095862000,0.746
7941130815000,7941131562000,0.747
7941166515000,7941167261000,0.746
7941202215000,7941202961000,0.746
7941237915000,7941238661000,0.746
7941273615000,7941274360000,0.745
7941309314000,7941310060000,0.746
7941345014000,7941345760000,0.746
7941380714000,7941381459000,0.745
7941416414000,7941417159000,0.745
7941452113000,7941452859000,0.746
7941487813000,7941488558000,0.745
7941523513000,7941524258000,0.745
7941559213000,7941559957000,0.744
7941594913000,7941595657000,0.744
7941630612000,7941631356000,0.744
7941666312000,7941667056000,0.744
7941702012000,7941702756000,0.744
7941737712000,7941738455000,0.743
7941773412000,7941774155000,0.743
7941809111000,7941809855000,0.744
7941844811000,7941845554000,0.743
7941880511000,7941881254000,0.743
7941916211000,7941916953000,0.742
7941951911000,7941952653000,0.742
7941987611000,7941988353000,0.742
7942023310000,7942024052000,0.742
7942059010000,7942059752000,0.742
7942094710000,7942095452000,0.742
7942130410000,7942131151000,0.741
7942166109000,7942166851000,0.742
7942201809000,7942202550000,0.741
7942237509000,7942238250000,0.741
7942273209000,7942273949000,0.74
7942308909000,7942309649000,0.74
7942344608000,7942345349000,0.741
7942380308000,7942381048000,0.74
7942416008000,7942416748000,0.74
7942451708000,7942452448000,0.74
7942487408000,7942488147000,0.739
7942523107000,7942523847000,0.74
7942558807000,7942559547000,0.74
7942594507000,7942595246000,0.739
7942630207000,7942630946000,0.739
7942665907000,7942666645000,0.738
7942701606000,7942702345000,0.739
7942737306000,7942738045000,0.739
7942773006000,7942773744000,0.738
7942808706000,7942809444000,0.738
7942844406000,7942845144000,0.738
7942880106000,7942880843000,0.737
7942915805000,7942916543000,0.738
7942951506000,7942952243000,0.737
7942987205000,7942987942000,0.737
7943022905000,7943023642000,0.737
7943058605000,7943059341000,0.736
7943094304000,7943095041000,0.737
7943130004000,7943130740000,0.736
7943165704000,7943166440000,0.736
7943201404000,7943202140000,0.736
7943237104000,7943237839000,0.735
7943272803000,7943273539000,0.736
7943308503000,7943309238000,0.735
7943344203000,7943344938000,0.735
7943379903000,7943380638000,0.735
7943415603000,7943416337000,0.734
7943451302000,7943452037000,0.735
7943487002000,7943487736000,0.734
7943522702000,7943523436000,0.734
7943558402000,7943559136000,0.734
7943594102000,7943594836000,0.734
7943629801000,7943630535000,0.734
7943665501000,7943666235000,0.734
7943701201000,7943701934000,0.733
7943736901000,7943737634000,0.733
7943772601000,7943773334000,0.733
7943808300000,7943809033000,0.733
7943844000000,7943844733000,0.733
7943879700000,7943880432000,0.732
7943915400000,7943916132000,0.732
7943951100000,7943951832000,0.732
7943986799000,7943987531000,0.732
7944022499000,7944023231000,0.732
7944058199000,7944058931000,0.732
7944093899000,7944094630000,0.731
7944129599000,7944130330000,0.731
7944165298000,7944166029000,0.731
7944200998000,7944201729000,0.731
7944236698000,7944237429000,0.731
7944272398000,7944273128000,0.73
7944308098000,7944308828000,0.73
7944343797000,7944344528000,0.731
7944379497000,7944380228000,0.731
7944415197000,7944415927000,0.73
7944450897000,7944451626000,0.729
7944486596000,7944487326000,0.73
7944522297000,7944523026000,0.729
7944557996000,7944558725000,0.729
7944593696000,7944594425000,0.729
7944629396000,7944630124000,0.728
7944665096000,7944665824000,0.728
7944700795000,7944701524000,0.729
7944736495000,7944737223000,0.728
7944772195000,7944772923000,0.728
7944807895000,7944808623000,0.728
7944843595000,7944844322000,0.727
7944879296000,7944880022000,0.726
7944914994000,7944915722000,0.728
7944950694000,7944951421000,0.727
7944986394000,7944987121000,0.727
7945022094000,7945022820000,0.726
7945057794000,7945058520000,0.726
7945093494000,7945094220000,0.726
7945129193000,7945129919000,0.726
7945164893000,7945165619000,0.726
7945200593000,7945201318000,0.725
7945236293000,7945237018000,0.725
7945271992000,7945272718000,0.726
7945307692000,7945308417000,0.725
7945343392000,7945344117000,0.725
7945379092000,7945379816000,0.724
7945414792000,7945415516000,0.724
7945450491000,7945451216000,0.725
7945486191000,7945486915000,0.724
7945521891000,7945522615000,0.724
7945557591000,7945558315000,0.724
7945593291000,7945594014000,0.723
7945628990000,7945629714000,0.724
7945664690000,7945665413000,0.723
7945700390000,7945701113000,0.723
7945736090000,7945736813000,0.723
7945771790000,7945772512000,0.722
7945807489000,7945808212000,0.723
7945843189000,7945843912000,0.723
7945878889000,7945879611000,0.722
7945914589000,7945915311000,0.722
7945950289000,7945951011000,0.722
7945985988000,7945986710000,0.722
7946021688000,7946022410000,0.722
7946057388000,7946058110000,0.722
7946093088000,7946093809000,0.721
7946128788000,7946129508000,0.72
7946164488000,7946165208000,0.72
7946200187000,7946200908000,0.721
7946235887000,7946236608000,0.721
7946271587000,7946272307000,0.72
7946307287000,7946308007000,0.72
7946342986000,7946343706000,0.72
7946378686000,7946379406000,0.72
7946414386000,7946415106000,0.72
7946450086000,7946450805000,0.719
7946485786000,7946486505000,0.719
7946521486000,7946522204000,0.718
7946557185000,7946557904000,0.719
7946592885000,7946593604000,0.719
7946628585000,7946629304000,0.719
7946664285000,7946665003000,0.718
7946699985000,7946700703000,0.718
7946735684000,7946736403000,0.719
7946771384000,7946772102000,0.718
7946807084000,7946807801000,0.717
7946842784000,7946843501000,0.717
7946878483000,7946879201000,0.718
7946914183000,7946914901000,0.718
7946949883000,7946950600000,0.717
7946985583000,7946986300000,0.717
7947021283000,7947021999000,0.716
7947056983000,7947057699000,0.716
7947092682000,7947093398000,0.716
7947128383000,7947129098000,0.715
7947164082000,7947164798000,0.716
7947199782000,7947200497000,0.715
7947235482000,7947236197000,0.715
7947271181000,7947271896000,0.715
7947306881000,7947307596000,0.715
7947342581000,7947343296000,0.715
7947378281000,7947378996000,0.715
7947413981000,7947414696000,0.715
7947449680000,7947450395000,0.715
7947485380000,7947486094000,0.714
7947521080000,7947521794000,0.714
7947556780000,7947557494000,0.714
7947592480000,7947593193000,0.713
7947628179000,7947628893000,0.714
7947663879000,7947664592000,0.713
7947699579000,7947700292000,0.713
7947735279000,7947735992000,0.713
7947770979000,7947771691000,0.712
7947806678000,7947807391000,0.713
7947842378000,7947843090000,0.712
7947878078000,7947878790000,0.712
7947913778000,7947914490000,0.712
7947949478000,7947950189000,0.711
7947985178000,7947985889000,0.711
7948020877000,7948021589000,0.712
7948056577000,7948057288000,0.711
7948092277000,7948092988000,0.711
7948127977000,7948128687000,0.71
7948163676000,7948164387000,0.711
7948199376000,7948200088000,0.712
7948235076000,7948235786000,0.71
7948270776000,7948271486000,0.71
7948306476000,7948307185000,0.709
7948342176000,7948342885000,0.709
7948377875000,7948378585000,0.71
7948413575000,7948414284000,0.709
7948449275000,7948449984000,0.709
7948484975000,7948485684000,0.709
7948520675000,7948521383000,0.708
7948556375000,7948557083000,0.708
7948592074000,7948592782000,0.708
7948627774000,7948628482000,0.708
7948663474000,7948664182000,0.708
7948699174000,7948699882000,0.708
7948734874000,7948735581000,0.707
7948770573000,7948771281000,0.708
7948806273000,7948806980000,0.707
7948841973000,7948842680000,0.707
7948877673000,7948878380000,0.707
7948913372000,7948914079000,0.707
7948949072000,7948949779000,0.707
7948984772000,7948985478000,0.706
7949020472000,7949021178000,0.706
7949056172000,7949056878000,0.706
7949091871000,7949092577000,0.706
7949127571000,7949128278000,0.707
7949163271000,7949163977000,0.706
7949198971000,7949199676000,0.705
7949234671000,7949235375000,0.704
7949270371000,7949271075000,0.704
7949306070000,7949306775000,0.705
7949341770000,7949342475000,0.705
7949377470000,7949378174000,0.704
7949413170000,7949413874000,0.704
7949448870000,7949449573000,0.703
7949484569000,7949485273000,0.704
7949520269000,7949520973000,0.704
7949555969000,7949556672000,0.703
7949591669000,7949592372000,0.703
7949627368000,7949628072000,0.704
7949663069000,7949663771000,0.702
7949698768000,7949699471000,0.703
7949734468000,7949735171000,0.703
7949770168000,7949770870000,0.702
7949805868000,7949806570000,0.702
7949841567000,7949842269000,0.702
7949877267000,7949877969000,0.702
7949912967000,7949913669000,0.702
7949948667000,7949949368000,0.701
7949984367000,7949985068000,0.701
7950020066000,7950020767000,0.701
7950055766000,7950056467000,0.701
7950091466000,7950092168000,0.702
7950127166000,7950127866000,0.7
7950162866000,7950163566000,0.7
7950198565000,7950199266000,0.701
7950234265000,7950234965000,0.7
7950269965000,7950270665000,0.7
7950305665000,7950306364000,0.699
7950341365000,7950342064000,0.699
7950377065000,7950377764000,0.699
7950412764000,7950413464000,0.7
7950448464000,7950449163000,0.699
7950484164000,7950484863000,0.699
7950519864000,7950520562000,0.698
7950555564000,7950556262000,0.698
7950591263000,7950591962000,0.699
7950626963000,7950627661000,0.698
7950662663000,7950663361000,0.698
7950698363000,7950699060000,0.697
7950734063000,7950734760000,0.697
7950769763000,7950770460000,0.697
7950805462000,7950806159000,0.697
7950841162000,7950841859000,0.697
7950876862000,7950877558000,0.696
7950912561000,7950913258000,0.697
7950948261000,7950948958000,0.697
7950983961000,7950984657000,0.696
7951019661000,7951020358000,0.697
7951055361000,7951056057000,0.696
7951091061000,7951091756000,0.695
7951126760000,7951127456000,0.696
7951162460000,7951163155000,0.695
7951198160000,7951198855000,0.695
7951233860000,7951234555000,0.695
7951269560000,7951270254000,0.694
7951305259000,7951305955000,0.696
7951340959000,7951341653000,0.694
7951376659000,7951377353000,0.694
7951412359000,7951413053000,0.694
7951448059000,7951448752000,0.693
7951483758000,7951484452000,0.694
7951519458000,7951520152000,0.694
7951555158000,7951555851000,0.693
7951590858000,7951591551000,0.693
7951626558000,7951627251000,0.693
7951662257000,7951662950000,0.693
7951697957000,7951698650000,0.693
7951733657000,7951734349000,0.692
7951769357000,7951770049000,0.692
7951805057000,7951805749000,0.692
7951840757000,7951841448000,0.691
7951876457000,7951877148000,0.691
7951912156000,7951912848000,0.692
7951947856000,7951948547000,0.691
7951983556000,7951984247000,0.691
7952019256000,7952019946000,0.69
7952054955000,7952055646000,0.691
7952090655000,7952091346000,0.691
7952126355000,7952127045000,0.69
7952162055000,7952162745000,0.69
7952197755000,7952198444000,0.689
7952233454000,7952234144000,0.69
7952269154000,7952269844000,0.69
7952304854000,7952305544000,0.69
7952340554000,7952341243000,0.689
7952376254000,7952376943000,0.689
7952411953000,7952412642000,0.689
7952447653000,7952448342000,0.689
7952483353000,7952484042000,0.689
7952519053000,7952519741000,0.688
7952554752000,7952555441000,0.689
7952590453000,7952591140000,0.687
7952626152000,7952626840000,0.688
7952661852000,7952662540000,0.688
7952697552000,7952698239000,0.687
7952733252000,7952733939000,0.687
7952768952000,7952769639000,0.687
7952804651000,7952805338000,0.687
7952840351000,7952841038000,0.687
7952876051000,7952876737000,0.686
7952911751000,7952912437000,0.686
7952947451000,7952948137000,0.686
7952983151000,7952983836000,0.685
7953018850000,7953019536000,0.686
7953054550000,7953055236000,0.686
7953090250000,7953090935000,0.685
7953125950000,7953126635000,0.685
7953161649000,7953162334000,0.685
7953197349000,7953198034000,0.685
7953233049000,7953233733000,0.684
7953268749000,7953269433000,0.684
7953304449000,7953305133000,0.684
7953340148000,7953340832000,0.684
7953375848000,7953376532000,0.684
7953411548000,7953412232000,0.684
7953447248000,7953447932000,0.684
7953482947000,7953483631000,0.684
7953518647000,7953519331000,0.684
7953554347000,7953555030000,0.683
7953590047000,7953590730000,0.683
7953625747000,7953626430000,0.683
7953661446000,7953662129000,0.683
7953697147000,7953697829000,0.682
7953732846000,7953733528000,0.682
7953768546000,7953769228000,0.682
7953804246000,7953804928000,0.682
7953839946000,7953840627000,0.681
7953875646000,7953876327000,0.681
7953911345000,7953912027000,0.682
7953947045000,7953947726000,0.681
7953982745000,7953983426000,0.681
7954018445000,7954019125000,0.68
7954054145000,7954054825000,0.68
7954089844000,7954090525000,0.681
7954125544000,7954126224000,0.68
7954161244000,7954161924000,0.68
7954196944000,7954197623000,0.679
7954232644000,7954233323000,0.679
7954268343000,7954269023000,0.68
7954304044000,7954304722000,0.678
7954339743000,7954340422000,0.679
7954375443000,7954376123000,0.68
7954411143000,7954411821000,0.678
7954446842000,7954447521000,0.679
7954482542000,7954483220000,0.678
7954518242000,7954518920000,0.678
7954553942000,7954554620000,0.678
7954589642000,7954590319000,0.677
7954625342000,7954626019000,0.677
7954661041000,7954661719000,0.678
7954696741000,7954697418000,0.677
7954732441000,7954733118000,0.677
7954768141000,7954768818000,0.677
7954803841000,7954804517000,0.676
7954839540000,7954840218000,0.678
7954875240000,7954875916000,0.676
7954910940000,7954911616000,0.676
7954946640000,7954947316000,0.676
7954982339000,7954983015000,0.676
7955018039000,7955018715000,0.676
7955053739000,7955054415000,0.676
7955089439000,7955090114000,0.675
7955125139000,7955125814000,0.675
7955160839000,7955161513000,0.674
7955196538000,7955197214000,0.676
7955232238000,7955232913000,0.675
7955267938000,7955268612000,0.674
7955303638000,7955304312000,0.674
7955339338000,7955340013000,0.675
7955375037000,7955375711000,0.674
7955410737000,7955411411000,0.674
7955446437000,7955447111000,0.674
7955482137000,7955482810000,0.673
7955517837000,7955518510000,0.673
7955553536000,7955554209000,0.673
7955589236000,7955589909000,0.673
7955624936000,7955625609000,0.673
7955660636000,7955661308000,0.672
7955696336000,7955697008000,0.672
7955732036000,7955732707000,0.671
7955767735000,7955768407000,0.672
7955803435000,7955804107000,0.672
7955839135000,7955839806000,0.671
7955874835000,7955875506000,0.671
7955910535000,7955911206000,0.671
7955946234000,7955946905000,0.671
7955981934000,7955982605000,0.671
7956017634000,7956018304000,0.67
7956053334000,7956054004000,0.67
7956089034000,7956089704000,0.67
7956124734000,7956125403000,0.669
7956160433000,7956161103000,0.67
7956196133000,7956196802000,0.669
7956231833000,7956232502000,0.669
7956267533000,7956268202000,0.669
7956303232000,7956303902000,0.67
7956338932000,7956339601000,0.669
7956374632000,7956375301000,0.669
7956410332000,7956411000000,0.668
7956446032000,7956446700000,0.668
7956481731000,7956482400000,0.669
7956517431000,7956518099000,0.668
7956553131000,7956553799000,0.668
7956588831000,7956589498000,0.667
7956624531000,7956625198000,0.667
7956660231000,7956660898000,0.667
7956695930000,7956696597000,0.667
7956731630000,7956732297000,0.667
7956767330000,7956767997000,0.667
7956803030000,7956803696000,0.666
7956838730000,7956839396000,0.666
7956874429000,7956875095000,0.666
7956910129000,7956910795000,0.666
7956945829000,7956946495000,0.666
7956981529000,7956982194000,0.665
7957017229000,7957017894000,0.665
7957052928000,7957053593000,0.665
7957088628000,7957089293000,0.665
7957124328000,7957124993000,0.665
7957160028000,7957160692000,0.664
7957195728000,7957196392000,0.664
7957231427000,7957232092000,0.665
7957267127000,7957267791000,0.664
7957302827000,7957303491000,0.664
7957338527000,7957339191000,0.664
7957374227000,7957374890000,0.663
7957409927000,7957410590000,0.663
7957445626000,7957446289000,0.663
7957481326000,7957481989000,0.663
7957517026000,7957517689000,0.663
7957552726000,7957553388000,0.662
7957588426000,7957589088000,0.662
7957624125000,7957624787000,0.662
7957659825000,7957660487000,0.662
7957695525000,7957696187000,0.662
7957731225000,7957731886000,0.661
7957766925000,7957767586000,0.661
7957802624000,7957803286000,0.662
7957838324000,7957838985000,0.661
7957874024000,7957874685000,0.661
7957909724000,7957910385000,0.661
7957945424000,7957946084000,0.66
7957981123000,7957981784000,0.661
7958016823000,7958017484000,0.661
7958052523000,7958053183000,0.66
7958088223000,7958088883000,0.66
7958123923000,7958124582000,0.659
7958159622000,7958160282000,0.66
7958195322000,7958195982000,0.66
7958231022000,7958231681000,0.659
7958266722000,7958267381000,0.659
7958302422000,7958303081000,0.659
7958338122000,7958338780000,0.658
7958373821000,7958374480000,0.659
7958409521000,7958410179000,0.658
7958445221000,7958445879000,0.658
7958480921000,7958481579000,0.658
7958516621000,7958517278000,0.657
7958552321000,7958552978000,0.657
7958588020000,7958588678000,0.658
7958623720000,7958624377000,0.657
7958659420000,7958660077000,0.657
7958695120000,7958695776000,0.656
7958730819000,7958731476000,0.657
7958766519000,7958767176000,0.657
7958802219000,7958802875000,0.656
7958837919000,7958838575000,0.656
7958873619000,7958874274000,0.655
7958909318000,7958909974000,0.656
7958945018000,7958945674000,0.656
7958980718000,7958981373000,0.655
7959016418000,7959017073000,0.655
7959052118000,7959052773000,0.655
7959087818000,7959088472000,0.654
7959123517000,7959124173000,0.656
7959159217000,7959159872000,0.655
7959194917000,7959195571000,0.654
7959230617000,7959231271000,0.654
7959266317000,7959266970000,0.653
7959302016000,7959302670000,0.654
7959337716000,7959338370000,0.654
7959373416000,7959374069000,0.653
7959409116000,7959409769000,0.653
7959444816000,7959445469000,0.653
7959480515000,7959481168000,0.653
7959516215000,7959516868000,0.653
7959551916000,7959552567000,0.651
7959587615000,7959588267000,0.652
7959623315000,7959623967000,0.652
7959659015000,7959659666000,0.651
7959694714000,7959695366000,0.652
7959730414000,7959731066000,0.652
7959766114000,7959766765000,0.651
7959801814000,7959802465000,0.651
7959837513000,7959838164000,0.651
7959873213000,7959873864000,0.651
7959908913000,7959909564000,0.651
7959944613000,7959945263000,0.65
7959980313000,7959980963000,0.65
7960016012000,7960016663000,0.651
7960051712000,7960052362000,0.65
7960087412000,7960088063000,0.651
7960123112000,7960123761000,0.649
7960158812000,7960159461000,0.649
7960194512000,7960195161000,0.649
7960230211000,7960230860000,0.649
7960265911000,7960266560000,0.649
7960301611000,7960302260000,0.649
7960337311000,7960337959000,0.648
7960373011000,7960373659000,0.648
7960408711000,7960409359000,0.648
7960444410000,7960445058000,0.648
7960480111000,7960480758000,0.647
7960515810000,7960516457000,0.647
7960551510000,7960552157000,0.647
7960587210000,7960587857000,0.647
7960622909000,7960623556000,0.647
7960658609000,7960659256000,0.647
7960694309000,7960694956000,0.647
7960730009000,7960730655000,0.646
7960765708000,7960766355000,0.647
7960801408000,7960802054000,0.646
7960837108000,7960837754000,0.646
7960872808000,7960873454000,0.646
7960908508000,7960909153000,0.645
7960944208000,7960944853000,0.645
7960979907000,7960980552000,0.645
7961015607000,7961016252000,0.645
7961051307000,7961051952000,0.645
7961087007000,7961087652000,0.645
7961122707000,7961123351000,0.644
7961158407000,7961159051000,0.644
7961194106000,7961194750000,0.644
7961229806000,7961230450000,0.644
7961265506000,7961266150000,0.644
7961301206000,7961301849000,0.643
7961336906000,7961337549000,0.643
7961372605000,7961373248000,0.643
7961408305000,7961408948000,0.643
7961444005000,7961444648000,0.643
7961479705000,7961480348000,0.643
7961515405000,7961516047000,0.642
7961551104000,7961551746000,0.642
7961586804000,7961587446000,0.642
7961622504000,7961623146000,0.642
7961658204000,7961658846000,0.642
7961693904000,7961694545000,0.641
7961729603000,7961730245000,0.642
7961765303000,7961765944000,0.641
7961801003000,7961801644000,0.641
7961836703000,7961837343000,0.64
7961872403000,7961873043000,0.64
7961908103000,7961908743000,0.64
7961943802000,7961944443000,0.641
7961979502000,7961980142000,0.64
7962015202000,7962015842000,0.64
7962050902000,7962051541000,0.639
7962086602000,7962087241000,0.639
7962122302000,7962122941000,0.639
7962158001000,7962158640000,0.639
7962193701000,7962194340000,0.639
7962229401000,7962230040000,0.639
7962265101000,7962265739000,0.638
7962300801000,7962301439000,0.638
7962336500000,7962337138000,0.638
7962372200000,7962372838000,0.638
7962407900000,7962408538000,0.638
7962443600000,7962444238000,0.638
7962479300000,7962479937000,0.637
7962514999000,7962515636000,0.637
7962550699000,7962551336000,0.637
7962586399000,7962587036000,0.637
7962622099000,7962622735000,0.636
7962657799000,7962658435000,0.636
7962693498000,7962694135000,0.637
7962729198000,7962729834000,0.636
7962764898000,7962765534000,0.636
7962800598000,7962801234000,0.636
7962836298000,7962836933000,0.635
7962871998000,7962872633000,0.635
7962907697000,7962908333000,0.636
7962943397000,7962944032000,0.635
7962979097000,7962979732000,0.635
7963014797000,7963015431000,0.634
7963050496000,7963051131000,0.635
7963086196000,7963086831000,0.635
7963121897000,7963122530000,0.633
7963157596000,7963158230000,0.634
7963193296000,7963193929000,0.633
7963228996000,7963229629000,0.633
7963264695000,7963265329000,0.634
7963300395000,7963301028000,0.633
7963336095000,7963336728000,0.633
7963371795000,7963372428000,0.633
7963407495000,7963408128000,0.633
7963443194000,7963443827000,0.633
7963478894000,7963479527000,0.633
7963514594000,7963515226000,0.632
7963550294000,7963550926000,0.632
7963585994000,7963586625000,0.631
7963621693000,7963622325000,0.632
7963657393000,7963658024000,0.631
7963693093000,7963693724000,0.631
7963728793000,7963729424000,0.631
7963764493000,7963765124000,0.631
7963800193000,7963800823000,0.63
7963835893000,7963836523000,0.63
7963871592000,7963872223000,0.631
7963907292000,7963907922000,0.63
7963942992000,7963943622000,0.63
7963978692000,7963979322000,0.63
7964014392000,7964015021000,0.629
7964050091000,7964050720000,0.629
7964085791000,7964086420000,0.629
7964121491000,7964122120000,0.629
7964157191000,7964157819000,0.628
7964192890000,7964193519000,0.629
7964228590000,7964229218000,0.628
7964264290000,7964264918000,0.628
7964299990000,7964300618000,0.628
7964335690000,7964336318000,0.628
7964371389000,7964372017000,0.628
7964407089000,7964407717000,0.628
7964442789000,7964443416000,0.627
7964478489000,7964479116000,0.627
7964514189000,7964514816000,0.627
7964549889000,7964550515000,0.626
7964585588000,7964586215000,0.627
7964621288000,7964621915000,0.627
7964656988000,7964657614000,0.626
7964692688000,7964693314000,0.626
7964728388000,7964729014000,0.626
7964764088000,7964764713000,0.625
7964799787000,7964800413000,0.626
7964835487000,7964836113000,0.626
7964871187000,7964871812000,0.625
7964906887000,7964907512000,0.625
7964942587000,7964943211000,0.624
7964978286000,7964978911000,0.625
7965013986000,7965014610000,0.624
7965049686000,7965050310000,0.624
7965085386000,7965086010000,0.624
7965121085000,7965121709000,0.624
7965156785000,7965157409000,0.624
7965192485000,7965193109000,0.624
7965228185000,7965228808000,0.623
7965263885000,7965264508000,0.623
7965299585000,7965300208000,0.623
7965335284000,7965335907000,0.623
7965370984000,7965371607000,0.623
7965406684000,7965407306000,0.622
7965442384000,7965443006000,0.622
7965478084000,7965478706000,0.622
7965513783000,7965514405000,0.622
7965549484000,7965550105000,0.621
7965585183000,7965585805000,0.622
7965620883000,7965621504000,0.621
7965656583000,7965657204000,0.621
7965692283000,7965692903000,0.62
7965727982000,7965728603000,0.621
7965763682000,7965764303000,0.621
7965799382000,7965800002000,0.62
7965835082000,7965835702000,0.62
7965870782000,7965871402000,0.62
7965906482000,7965907101000,0.619
7965942181000,7965942801000,0.62
7965977881000,7965978501000,0.62
7966013581000,7966014200000,0.619
7966049281000,7966049900000,0.619
7966084981000,7966085600000,0.619
7966120680000,7966121299000,0.619
7966156380000,7966156999000,0.619
7966192081000,7966192698000,0.617
7966227780000,7966228398000,0.618
7966263480000,7966264098000,0.618
7966299180000,7966299797000,0.617
7966334879000,7966335497000,0.618
7966370579000,7966371196000,0.617
7966406279000,7966406896000,0.617
7966441979000,7966442596000,0.617
7966477678000,7966478295000,0.617
7966513378000,7966513995000,0.617
7966549078000,7966549694000,0.616
7966584778000,7966585394000,0.616
7966620478000,7966621094000,0.616
7966656178000,7966656794000,0.616
7966691877000,7966692493000,0.616
7966727577000,7966728193000,0.616
7966763277000,7966763892000,0.615
7966798977000,7966799592000,0.615
7966834677000,7966835291000,0.614
7966870376000,7966870991000,0.615
7966906076000,7966906691000,0.615
7966941776000,7966942391000,0.615
7966977476000,7966978090000,0.614
7967013176000,7967013790000,0.614
7967048876000,7967049489000,0.613
7967084576000,7967085189000,0.613
7967120275000,7967120889000,0.614
7967155975000,7967156588000,0.613
7967191675000,7967192288000,0.613
7967227375000,7967227987000,0.612
7967263075000,7967263687000,0.612
7967298774000,7967299387000,0.613
7967334474000,7967335086000,0.612
7967370174000,7967370786000,0.612
7967405874000,7967406486000,0.612
7967441574000,7967442185000,0.611
7967477273000,7967477885000,0.612
7967512973000,7967513584000,0.611
7967548673000,7967549284000,0.611
7967584373000,7967584985000,0.612
7967620073000,7967620684000,0.611
7967655772000,7967656383000,0.611
7967691472000,7967692083000,0.611
7967727172000,7967727782000,0.61
7967762872000,7967763482000,0.61
7967798572000,7967799182000,0.61
7967834271000,7967834881000,0.61
7967869971000,7967870581000,0.61
7967905671000,7967906280000,0.609
7967941371000,7967941980000,0.609
7967977071000,7967977680000,0.609
7968012771000,7968013379000,0.608
7968048470000,7968049079000,0.609
7968084170000,7968084779000,0.609
7968119870000,7968120478000,0.608
7968155570000,7968156179000,0.609
7968191270000,7968191878000,0.608
7968226969000,7968227577000,0.608
7968262669000,7968263277000,0.608
7968298369000,7968298976000,0.607
7968334069000,7968334676000,0.607
7968369769000,7968370376000,0.607
7968405468000,7968406076000,0.608
7968441168000,7968441775000,0.607
7968476868000,7968477474000,0.606
7968512568000,7968513174000,0.606
7968548268000,7968548874000,0.606
7968583968000,7968584573000,0.605
7968619667000,7968620273000,0.606
7968655367000,7968655973000,0.606
7968691067000,7968691673000,0.606
7968726767000,7968727372000,0.605
7968762466000,7968763072000,0.606
7968798166000,7968798771000,0.605
7968833866000,7968834471000,0.605
7968869566000,7968870170000,0.604
7968905266000,7968905870000,0.604
7968940966000,7968941570000,0.604
7968976666000,7968977269000,0.603
7969012365000,7969012969000,0.604
7969048065000,7969048669000,0.604
7969083765000,7969084368000,0.603
7969119465000,7969120068000,0.603
7969155165000,7969155768000,0.603
7969190864000,7969191467000,0.603
7969226564000,7969227167000,0.603
7969262264000,7969262866000,0.602
7969297964000,7969298566000,0.602
7969333664000,7969334266000,0.602
7969369364000,7969369965000,0.601
7969405063000,7969405665000,0.602
7969440763000,7969441365000,0.602
7969476463000,7969477064000,0.601
7969512163000,7969512764000,0.601
7969547862000,7969548464000,0.602
7969583562000,7969584163000,0.601
7969619263000,7969619863000,0.6
7969654962000,7969655563000,0.601
7969690662000,7969691262000,0.6
7969726362000,7969726962000,0.6
7969762061000,7969762661000,0.6
7969797761000,7969798361000,0.6
7969833461000,7969834060000,0.599
7969869161000,7969869760000,0.599
7969904861000,7969905460000,0.599
7969940560000,7969941159000,0.599
7969976260000,7969976860000,0.6
7970011960000,7970012559000,0.599
7970047660000,7970048259000,0.599
7970083360000,7970083958000,0.598
7970119060000,7970119657000,0.597
