frame,cap,rect,detect,depth,det,mode,track,n_tracks,n_dets,total,fps
2435,15,5,16,0,N,none,0,0,0,35,28.5
2436,15,5,16,0,N,none,0,0,0,35,28.2
2437,15,5,16,0,N,none,0,0,0,36,27.7
2438,14,5,16,0,N,none,0,0,0,35,28.6
2439,15,5,17,0,N,none,0,0,0,36,27.5
2440,13,5,16,0,N,none,0,0,0,34,29.1
2441,14,6,17,0,N,none,0,0,0,37,27.1
2442,13,5,16,0,N,none,0,0,0,33,30.1
2443,14,5,16,0,N,none,0,0,0,35,29.0
2444,15,5,16,0,N,none,0,0,0,35,28.7
2445,15,6,16,0,N,none,0,0,0,37,26.8
2446,13,5,16,0,N,none,0,0,0,34,29.1
2447,14,5,16,0,N,none,0,0,0,35,28.4
2448,14,5,16,0,N,none,0,0,0,35,28.4
2449,14,5,17,0,N,none,0,0,0,36,27.9
2450,13,5,16,0,N,none,0,0,0,34,29.1
2451,14,5,16,0,N,none,0,0,0,35,28.6
2452,14,5,17,0,N,none,0,0,0,36,27.9
2453,14,5,16,0,N,none,0,0,0,35,28.7
2454,14,5,16,0,N,none,0,0,0,35,28.4
2455,15,5,16,0,N,none,0,0,0,36,27.8
2456,14,5,16,0,N,none,0,0,0,35,28.8
2457,14,6,16,0,N,none,0,0,0,37,27.3
2458,12,6,16,0,N,none,0,0,0,34,29.6
2459,13,5,16,0,N,none,0,0,0,34,29.6
2460,14,5,16,0,N,none,0,0,0,35,28.6
2461,14,6,16,0,N,none,0,0,0,37,27.3
2462,13,5,16,0,N,none,0,0,0,34,29.5
2463,14,5,16,0,N,none,0,0,0,35,28.2
2464,14,5,16,0,N,none,0,0,0,35,28.5
2465,14,6,16,0,N,none,0,0,0,36,27.7
2466,13,5,16,0,N,none,0,0,0,34,29.3
2467,14,5,16,0,N,none,0,0,0,35,28.2
2468,14,5,16,0,N,none,0,0,0,35,28.5
2469,14,5,16,0,N,none,0,0,0,35,28.6
2470,14,6,16,0,N,none,0,0,0,36,27.6
2471,14,5,16,0,N,none,0,0,0,35,28.9
2472,14,5,16,0,N,none,0,0,0,35,28.9
2473,15,5,16,0,N,none,0,0,0,35,28.3
2474,14,5,16,0,N,none,0,0,0,35,28.5
2475,14,5,16,0,N,none,0,0,0,35,28.3
2476,14,5,17,0,N,none,0,0,0,37,27.4
2477,13,5,17,0,N,none,0,0,0,35,28.3
2478,13,5,16,0,N,none,0,0,0,34,29.4
2479,14,5,16,0,N,none,0,0,0,35,28.4
2480,14,5,16,0,N,none,0,0,0,35,28.4
2481,15,5,16,0,N,none,0,0,0,35,28.2
2482,14,5,16,0,N,none,0,0,0,35,28.2
2483,14,5,16,0,N,none,0,0,0,35,28.6
2484,14,5,16,0,N,none,0,0,0,35,28.8
2485,16,5,16,0,N,none,0,0,0,37,26.8
2486,12,5,16,0,N,none,0,0,0,34,29.8
2487,14,5,16,0,N,none,0,0,0,35,28.7
2488,14,5,16,0,N,none,0,0,0,35,28.5
2489,14,5,16,0,N,none,0,0,0,36,28.1
2490,14,5,17,0,N,none,0,0,0,36,28.1
2491,14,5,16,0,N,none,0,0,0,35,28.9
2492,14,5,16,0,N,none,0,0,0,35,28.6
2493,14,5,16,0,N,none,6,0,0,41,24.4
2494,8,5,16,0,N,none,0,0,0,29,33.9
2495,14,5,16,0,N,none,0,0,0,35,28.6
2496,14,5,16,0,N,none,0,0,0,34,29.2
2497,15,5,16,0,N,none,0,0,0,36,27.8
2498,14,5,16,0,N,none,0,0,0,35,28.9
2499,15,5,17,0,N,none,0,0,0,37,27.2
2500,14,5,16,0,N,none,0,0,0,35,28.7
2501,14,5,16,0,N,none,0,0,0,35,28.9
2502,15,6,17,0,N,none,0,0,0,38,26.2
2503,12,6,17,0,N,none,0,0,0,35,28.8
2504,12,6,16,0,N,none,0,0,0,34,29.3
2505,14,6,16,0,N,none,0,0,0,36,27.7
2506,12,6,17,0,N,none,0,0,0,35,28.8
2507,13,6,16,0,N,none,0,0,0,35,28.3
2508,13,6,16,0,N,none,0,0,0,35,28.6
2509,13,5,16,0,N,none,0,0,0,33,30.0
2510,15,5,16,0,N,none,0,0,0,36,27.8
2511,15,5,16,0,N,none,0,0,0,36,27.9
2512,14,5,17,0,N,none,0,0,0,36,27.9
2513,13,5,16,0,N,none,0,0,0,34,29.2
2514,14,5,17,0,N,none,0,0,0,36,28.1
2515,12,5,16,0,N,none,0,0,0,33,29.9
2516,14,5,16,0,N,none,0,0,0,35,28.4
2517,15,5,16,0,N,none,0,0,0,35,28.3
2518,14,5,16,0,N,none,0,0,0,35,28.4
2519,14,5,16,0,N,none,0,0,0,35,28.2
2520,14,5,16,0,N,none,0,0,0,35,28.5
2521,15,5,16,0,N,none,0,0,0,36,27.6
2522,13,5,17,0,N,none,0,0,0,35,28.5
2523,13,5,16,0,N,none,0,0,0,34,29.2
2524,14,5,16,0,N,none,0,0,0,35,28.6
2525,14,5,17,0,N,none,0,0,0,36,27.6
2526,13,5,16,0,N,none,0,0,0,34,29.3
2527,14,5,16,0,N,none,0,0,0,35,28.2
2528,14,5,16,0,N,none,0,0,0,35,28.2
2529,14,5,17,0,N,none,0,0,0,35,28.4
2530,14,5,16,0,N,none,0,0,0,35,28.5
2531,14,5,16,0,N,none,0,0,0,36,28.1
2532,14,5,16,0,N,none,0,0,0,35,28.6
2533,14,5,16,0,N,none,0,0,0,35,28.4
2534,14,5,16,0,N,none,0,0,0,35,28.6
2535,14,5,16,0,N,none,0,0,0,35,28.2
2536,14,5,16,0,N,none,0,0,0,35,28.7
2537,14,5,16,0,N,none,0,0,0,35,28.4
2538,15,5,16,0,N,none,0,0,0,36,27.9
2539,14,5,16,0,N,none,0,0,0,35,28.7
2540,14,5,16,0,N,none,0,0,0,35,28.5
2541,15,5,16,0,N,none,0,0,0,35,28.2
2542,14,5,16,0,N,none,0,0,0,35,28.6
2543,15,5,16,0,N,none,0,0,0,36,28.1
2544,14,5,16,0,N,none,0,0,0,35,28.5
2545,16,5,18,0,N,none,0,0,0,38,26.1
2546,11,5,16,0,N,none,0,0,0,32,30.9
2547,14,5,16,0,N,none,0,0,0,35,28.6
2548,14,5,16,0,N,none,0,0,0,35,28.3
2549,14,5,16,0,N,none,0,0,0,35,28.4
2550,14,5,16,0,N,none,0,0,0,35,28.8
2551,15,5,16,0,N,none,0,0,0,36,28.1
2552,14,5,16,0,N,none,0,0,0,35,28.5
2553,14,5,17,0,N,none,0,0,0,35,28.2
2554,13,6,17,0,N,none,0,0,0,36,27.5
2555,12,5,16,0,N,none,0,0,0,33,30.2
2556,14,5,16,0,N,none,0,0,0,36,28.0
2557,14,5,16,0,N,none,0,0,0,35,28.7
2558,15,5,16,0,N,none,0,0,0,36,27.9
2559,14,5,16,0,N,none,0,0,0,35,28.5
2560,14,5,16,0,N,none,0,0,0,35,28.4
2561,14,5,16,0,N,none,0,0,0,34,29.1
2562,14,5,16,0,N,none,0,0,0,35,28.5
2563,15,5,16,0,N,none,0,0,0,35,28.4
2564,15,5,16,0,N,none,0,0,0,36,28.0
2565,15,5,16,0,N,none,0,0,0,36,28.1
2566,14,5,16,0,N,none,0,0,0,35,28.8
2567,14,5,17,0,N,none,0,0,0,36,27.5
2568,13,6,17,0,N,none,0,0,0,36,27.7
2569,13,6,16,0,N,none,0,0,0,35,28.6
2570,12,6,16,0,N,none,0,0,0,35,28.9
2571,11,6,16,0,N,none,0,0,0,34,29.8
2572,13,6,16,0,N,none,0,0,0,36,28.1
2573,12,6,16,0,N,none,0,0,0,35,28.7
2574,12,5,16,0,N,none,0,0,0,33,30.4
2575,15,5,16,0,N,none,0,0,0,35,28.3
2576,15,5,16,0,N,none,0,0,0,36,27.8
2577,14,5,16,0,N,none,0,0,0,34,29.3
2578,15,5,16,0,N,none,0,0,0,36,27.9
2579,14,5,16,0,N,none,0,0,0,35,28.3
2580,14,5,16,0,N,none,0,0,0,36,28.0
2581,14,5,17,0,N,none,0,0,0,35,28.3
2582,13,5,17,0,N,none,0,0,0,35,28.5
2583,14,5,16,0,N,none,0,0,0,35,28.4
2584,13,5,17,0,N,none,0,0,0,36,28.0
2585,13,5,16,0,N,none,0,0,0,34,29.6
2586,14,5,16,32,Y,fresh,0,0,0,67,14.8
2587,0,5,16,0,N,cache,0,0,0,21,47.8
2588,2,5,17,0,N,cache,0,0,0,24,41.8
2589,6,4,14,0,N,cache,0,0,0,24,41.0
2590,17,4,15,0,N,cache,0,0,0,35,28.2
2591,17,4,14,0,N,cache,0,0,0,35,28.2
2592,17,4,14,0,N,cache,0,0,0,35,28.5
2593,18,4,15,0,N,cache,0,0,0,37,27.1
2594,17,4,15,0,N,cache,0,0,0,35,28.2
2595,15,4,14,0,N,cache,0,0,0,34,29.7
2596,17,4,14,0,N,cache,0,0,0,36,28.1
2597,17,4,14,0,N,cache,0,0,0,35,28.6
2598,17,4,14,0,N,cache,0,0,0,35,28.5
2599,19,4,14,0,N,cache,0,0,0,37,27.1
2600,16,4,14,0,N,cache,0,0,0,34,29.3
2601,17,4,15,0,N,cache,0,0,0,35,28.3
2602,17,4,15,0,N,cache,0,0,0,35,28.4
2603,16,4,14,0,N,cache,0,0,0,35,28.9
2604,17,4,14,0,N,cache,0,0,0,35,28.3
2605,17,4,15,0,N,cache,0,0,0,36,28.1
2606,17,4,14,0,N,cache,0,0,0,35,28.8
2607,17,4,14,0,N,cache,0,0,0,35,28.2
2608,17,4,14,0,N,cache,0,0,0,36,28.2
2609,18,4,15,0,N,cache,0,0,0,37,27.0
2610,15,4,15,0,N,cache,0,0,0,33,30.2
2611,17,4,14,0,N,cache,0,0,0,35,28.2
2612,17,4,14,0,N,cache,0,0,0,35,28.2
2613,17,4,14,0,N,cache,0,0,0,36,28.0
2614,16,4,15,0,N,cache,0,0,0,36,28.0
2615,16,4,15,0,N,none,0,0,0,35,28.3
2616,16,4,15,0,N,none,0,0,0,35,29.0
2617,17,4,14,0,N,none,0,0,0,36,28.0
2618,16,4,15,0,N,none,0,0,0,35,28.4
2619,17,4,15,0,N,none,0,0,0,35,28.4
2620,17,4,15,0,N,none,0,0,0,35,28.4
2621,17,4,14,0,N,none,0,0,0,35,28.4
2622,17,4,15,0,N,none,0,0,0,36,28.2
2623,17,4,14,0,N,none,0,0,0,35,28.2
2624,16,4,14,0,N,none,0,0,0,34,29.0
2625,17,4,14,0,N,none,0,0,0,35,28.2
2626,17,4,15,0,N,none,0,0,0,35,28.5
2627,17,4,14,0,N,none,0,0,0,36,28.2
2628,16,4,14,0,N,none,0,0,0,34,29.2
2629,17,4,14,0,N,none,0,0,0,35,28.3
2630,17,4,14,0,N,none,0,0,0,35,28.3
2631,18,4,14,0,N,none,0,0,0,36,27.8
2632,17,4,14,0,N,none,0,0,0,35,28.4
2633,16,4,14,0,N,none,0,0,0,34,29.1
2634,17,4,15,0,N,none,0,0,0,36,28.0
2635,17,4,14,0,N,none,0,0,0,35,28.8
2636,17,5,14,0,N,none,0,0,0,36,27.6
2637,16,4,14,0,N,none,0,0,0,35,28.9
2638,17,4,14,0,N,none,0,0,0,35,28.4
2639,17,4,15,0,N,none,0,0,0,36,27.7
2640,16,4,15,0,N,none,0,0,0,35,28.6
2641,17,4,15,0,N,none,0,0,0,36,27.9
2642,16,4,15,0,N,none,0,0,0,35,29.0
2643,17,4,15,0,N,none,0,0,0,35,28.5
2644,17,4,14,0,N,none,0,0,0,35,28.7
2645,17,4,15,0,N,none,0,0,0,35,28.3
2646,17,4,14,0,N,none,0,0,0,35,28.5
2647,17,4,15,0,N,none,0,0,0,35,28.5
2648,17,4,14,0,N,none,0,0,0,35,28.7
2649,18,4,15,0,N,none,0,0,0,37,27.2
2650,16,4,15,0,N,none,0,0,0,34,29.2
2651,17,4,14,0,N,none,0,0,0,35,28.5
2652,17,4,14,0,N,none,0,0,0,36,28.0
2653,16,4,15,0,N,none,0,0,0,35,28.8
2654,17,4,14,0,N,none,0,0,0,35,28.7
2655,18,4,14,0,N,none,0,0,0,36,27.9
2656,17,4,15,0,N,none,0,0,0,36,28.1
2657,17,4,15,0,N,none,0,0,0,35,28.4
2658,16,4,15,0,N,none,0,0,0,35,28.8
2659,17,4,15,0,N,none,0,0,0,36,28.0
2660,18,4,15,27,Y,fresh,2,1,1,65,15.4
2661,0,5,16,24,Y,fresh,2,1,0,47,21.1
2662,0,4,17,0,N,cache,0,1,0,21,48.6
2663,1,4,14,0,N,cache,0,1,0,19,52.8
2664,6,4,14,0,N,cache,0,1,0,24,41.6
2665,17,4,15,0,N,cache,0,1,0,37,26.9
2666,15,5,15,0,N,cache,0,1,0,35,28.4
2667,15,4,14,0,N,cache,0,1,0,33,30.4
2668,18,4,15,0,N,cache,0,1,0,36,27.7
2669,17,4,14,0,N,cache,0,1,0,35,28.3
2670,16,4,14,0,N,cache,0,1,0,34,29.1
2671,17,4,15,0,N,cache,0,1,0,36,27.6
2672,16,5,15,0,N,cache,0,1,0,36,28.1
2673,16,4,14,0,N,cache,0,1,0,34,29.3
2674,17,4,15,0,N,cache,0,1,0,36,28.2
2675,17,4,14,0,N,cache,0,1,0,35,28.5
2676,17,4,14,0,N,cache,0,1,0,35,28.4
2677,17,4,14,0,N,cache,0,1,0,35,28.2
2678,17,5,15,0,N,cache,0,1,0,37,27.2
2679,15,4,14,0,N,cache,0,1,0,34,29.6
2680,18,4,14,0,N,cache,0,1,0,36,27.9
2681,17,4,14,0,N,cache,0,1,0,35,28.4
2682,17,4,15,0,N,cache,0,1,0,36,28.1
2683,16,4,15,0,N,cache,0,1,0,35,28.6
2684,17,4,14,0,N,cache,0,1,0,35,28.4
2685,17,4,14,0,N,cache,0,1,0,35,28.5
2686,16,4,14,0,N,cache,0,1,0,35,28.8
2687,17,4,14,0,N,cache,0,1,0,36,28.1
2688,16,4,14,0,N,cache,0,1,0,35,28.9
2689,17,4,15,0,N,cache,0,1,0,36,28.0
2690,17,4,15,0,N,none,0,1,0,35,28.4
2691,17,4,14,0,N,none,0,1,0,35,28.7
2692,18,4,14,0,N,none,0,0,0,36,27.5
2693,16,4,14,0,N,none,0,0,0,34,29.2
2694,17,4,15,0,N,none,0,0,0,36,28.1
2695,16,4,14,0,N,none,0,0,0,35,28.8
2696,17,4,14,0,N,none,0,0,0,35,28.3
2697,17,4,15,0,N,none,0,0,0,36,27.8
2698,16,4,15,0,N,none,0,0,0,35,28.8
2699,17,4,14,0,N,none,0,0,0,35,28.6
2700,17,4,15,0,N,none,0,0,0,36,28.1
2701,18,4,15,0,N,none,0,0,0,37,27.0
2702,15,4,14,0,N,none,0,0,0,34,29.7
2703,18,4,14,0,N,none,0,0,0,36,27.8
2704,16,4,14,0,N,none,0,0,0,34,29.1
2705,17,4,15,0,N,none,0,0,0,35,28.6
2706,17,4,15,0,N,none,0,0,0,36,28.0
2707,17,4,15,0,N,none,0,0,0,36,28.0
2708,16,4,14,0,N,none,0,0,0,34,29.2
2709,17,4,15,0,N,none,0,0,0,36,27.5
2710,16,4,14,0,N,none,0,0,0,34,29.1
2711,17,4,14,0,N,none,0,0,0,35,28.5
2712,17,4,14,0,N,none,0,0,0,35,28.2
2713,17,4,14,0,N,none,0,0,0,35,28.4
2714,17,4,14,0,N,none,0,0,0,35,28.3
2715,17,4,14,0,N,none,0,0,0,36,28.1
2716,17,4,14,0,N,none,0,0,0,35,28.5
2717,17,4,14,0,N,none,0,0,0,35,28.6
2718,18,4,14,0,N,none,0,0,0,36,27.9
2719,17,4,15,0,N,none,0,0,0,35,28.6
2720,17,4,14,0,N,none,0,0,0,35,28.3
2721,19,4,14,0,N,none,0,0,0,37,27.2
2722,16,4,15,0,N,none,0,0,0,34,29.4
2723,17,4,14,0,N,none,0,0,0,35,28.7
2724,18,4,14,0,N,none,0,0,0,37,27.3
2725,16,4,14,0,N,none,0,0,0,34,29.6
2726,17,4,15,0,N,none,0,0,0,36,28.0
2727,17,4,15,0,N,none,0,0,0,36,28.0
2728,17,4,14,0,N,none,0,0,0,35,28.8
2729,18,5,16,0,N,none,0,0,0,39,25.5
2730,14,5,17,0,N,none,0,0,0,36,27.9
2731,9,6,17,0,N,none,0,0,0,32,31.3
2732,12,6,16,0,N,none,0,0,0,34,29.2
2733,13,6,16,0,N,none,0,0,0,35,28.4
2734,13,5,16,0,N,none,0,0,0,34,29.8
2735,14,5,16,0,N,none,0,0,0,35,28.3
2736,14,5,16,0,N,none,0,0,0,36,27.8
2737,14,5,16,0,N,none,0,0,0,35,28.7
2738,14,5,16,0,N,none,0,0,0,36,28.1
2739,14,5,16,0,N,none,0,0,0,35,28.9
2740,15,5,16,0,N,none,0,0,0,36,28.1
2741,13,5,16,0,N,none,0,0,0,34,29.8
2742,15,6,17,0,N,none,0,0,0,37,26.9
2743,12,5,16,0,N,none,0,0,0,32,31.0
2744,15,5,16,0,N,none,0,0,0,36,28.2
2745,15,5,17,0,N,none,0,0,0,37,27.2
2746,13,5,16,0,N,none,0,0,0,34,29.2
2747,14,5,16,0,N,none,0,0,0,35,28.5
2748,15,5,16,0,N,none,0,0,0,36,27.5
2749,13,5,16,0,N,none,0,0,0,33,30.0
2750,15,4,16,0,N,none,0,0,0,35,28.4
2751,15,5,16,0,N,none,0,0,0,35,28.3
2752,16,5,16,0,N,none,0,0,0,37,27.0
2753,14,6,17,0,N,none,0,0,0,36,27.7
2754,14,5,16,0,N,none,0,0,0,35,28.8
2755,14,5,16,0,N,none,0,0,0,35,28.6
2756,14,5,16,0,N,none,0,0,0,35,28.6
2757,15,5,16,0,N,none,0,0,0,35,28.2
2758,14,5,16,0,N,none,0,0,0,35,28.9
2759,15,5,16,0,N,none,0,0,0,36,28.0
2760,14,5,16,0,N,none,0,0,0,34,29.4
2761,15,5,16,0,N,none,0,0,0,36,27.8
2762,14,5,16,0,N,none,0,0,0,35,28.5
2763,14,5,16,0,N,none,0,0,0,34,29.5
2764,15,5,16,0,N,none,0,0,0,36,28.1
2765,15,5,16,0,N,none,0,0,0,35,28.4
2766,15,5,16,0,N,none,0,0,0,36,27.9
2767,14,5,16,0,N,none,0,0,0,35,28.3
2768,14,5,16,0,N,none,0,0,0,35,28.3
2769,15,5,16,0,N,none,0,0,0,36,27.9
2770,12,5,17,0,N,none,0,0,0,34,29.7
2771,14,5,16,0,N,none,0,0,0,35,28.8
2772,15,5,16,0,N,none,0,0,0,36,27.9
2773,14,5,16,0,N,none,0,0,0,35,28.6
2774,14,5,16,0,N,none,0,0,0,35,28.6
2775,14,5,16,31,Y,fresh,2,1,1,68,14.7
2776,0,5,17,33,Y,fresh,2,1,0,57,17.6
2777,0,6,17,0,N,cache,0,1,0,23,43.9
2778,1,5,17,0,N,cache,0,1,0,23,44.3
2779,3,4,14,0,N,cache,0,1,0,22,45.7
2780,15,4,15,0,N,cache,0,1,0,34,29.6
2781,16,4,14,0,N,cache,0,1,0,34,29.1
2782,18,4,14,0,N,cache,0,1,0,36,27.6
2783,16,4,14,0,N,cache,0,1,0,35,28.9
2784,17,4,14,0,N,cache,0,1,0,35,28.2
2785,17,4,14,0,N,cache,0,1,0,35,28.4
2786,17,4,14,0,N,cache,0,1,0,36,28.0
2787,16,4,14,0,N,cache,0,1,0,35,28.7
2788,17,4,15,0,N,cache,0,1,0,36,28.1
2789,17,4,14,0,N,cache,0,1,0,35,28.7
2790,17,4,14,0,N,cache,0,1,0,35,28.5
2791,17,4,14,0,N,cache,0,1,0,35,28.4
2792,18,5,14,0,N,cache,0,1,0,37,26.9
2793,15,4,14,0,N,cache,0,1,0,33,30.3
2794,17,4,15,0,N,cache,0,1,0,35,28.3
2795,18,4,15,27,Y,fresh,0,1,0,64,15.5
2796,0,4,14,25,Y,fresh,0,1,0,44,22.8
2797,0,4,15,0,N,cache,0,1,0,19,51.4
2798,2,4,14,0,N,cache,0,1,0,21,48.7
2799,20,4,14,0,N,cache,0,1,0,39,26.0
2800,17,4,15,0,N,cache,0,1,0,35,28.2
2801,18,4,14,0,N,cache,0,1,0,36,27.7
2802,16,4,14,0,N,cache,0,1,0,34,29.1
2803,18,4,14,26,Y,fresh,0,1,0,63,15.8
2804,0,4,15,0,N,cache,0,1,0,19,52.9
2805,6,4,14,0,N,cache,0,1,0,25,40.6
2806,16,4,15,0,N,cache,0,1,0,35,28.9
2807,17,4,15,0,N,cache,0,0,0,36,28.1
2808,17,5,15,0,N,cache,0,0,0,37,26.9
2809,15,4,16,0,N,cache,0,0,0,35,28.8
2810,16,4,14,0,N,cache,0,0,0,34,29.1
2811,16,4,14,27,Y,fresh,0,0,0,61,16.3
2812,0,4,15,25,Y,fresh,0,0,0,44,22.8
2813,0,4,16,0,N,cache,0,0,0,20,49.5
2814,1,4,15,0,N,cache,0,0,0,20,50.2
2815,12,4,14,0,N,cache,0,0,0,30,32.9
2816,18,4,14,0,N,cache,0,0,0,36,27.5
2817,16,4,15,26,Y,fresh,0,1,1,61,16.4
2818,0,4,15,0,N,cache,0,1,0,19,53.5
2819,7,4,14,0,N,cache,0,1,0,25,39.6
2820,17,4,15,0,N,cache,0,1,0,35,28.4
2821,17,4,14,0,N,cache,0,1,0,35,28.4
2822,17,4,14,0,N,cache,0,1,0,35,28.2
2823,17,4,15,0,N,cache,0,1,0,35,28.2
2824,17,4,15,0,N,cache,0,1,0,36,28.0
2825,16,4,14,0,N,cache,0,1,0,35,28.7
2826,17,4,15,0,N,cache,0,1,0,36,28.0
2827,16,4,14,0,N,cache,0,1,0,35,28.9
2828,17,4,14,0,N,cache,0,1,0,35,28.3
2829,17,4,14,0,N,cache,0,1,0,35,28.3
2830,18,4,14,0,N,cache,0,1,0,36,27.4
2831,16,4,15,0,N,cache,0,1,0,34,29.3
2832,17,4,14,0,N,cache,0,1,0,35,28.4
2833,17,4,14,0,N,cache,0,1,0,35,28.5
2834,17,4,14,0,N,cache,0,1,0,36,28.1
2835,18,4,14,0,N,cache,0,1,0,37,27.1
2836,16,4,14,0,N,cache,0,1,0,35,28.9
2837,16,4,14,0,N,cache,0,1,0,34,29.3
2838,16,4,14,0,N,cache,0,1,0,35,28.7
2839,18,4,14,0,N,cache,0,1,0,36,27.6
2840,17,4,15,0,N,cache,0,1,0,35,28.3
2841,15,4,14,0,N,cache,0,1,0,34,29.5
2842,17,4,15,0,N,cache,0,1,0,36,27.8
2843,16,4,15,0,N,cache,0,1,0,34,29.2
2844,17,4,15,0,N,cache,0,1,0,36,27.9
2845,17,4,14,0,N,cache,0,1,0,35,28.4
2846,16,4,14,0,N,none,0,1,0,35,28.6
2847,16,4,15,0,N,none,0,1,0,36,28.1
2848,17,5,15,0,N,none,0,0,0,38,26.3
2849,13,5,15,0,N,none,0,0,0,33,30.3
2850,16,4,15,0,N,none,0,0,0,35,28.8
2851,16,4,15,0,N,none,0,0,0,35,28.9
2852,18,4,15,0,N,none,0,0,0,36,27.9
2853,15,4,15,0,N,none,0,0,0,34,29.1
2854,16,4,14,0,N,none,0,0,0,35,29.0
2855,17,4,19,0,N,none,0,0,0,39,25.5
2856,13,4,15,0,N,none,0,0,0,32,31.2
2857,17,4,14,0,N,none,0,0,0,35,28.5
2858,16,4,15,0,N,none,0,0,0,35,28.7
2859,16,4,15,0,N,none,0,0,0,35,28.7
2860,17,4,15,0,N,none,0,0,0,35,28.3
2861,17,4,15,0,N,none,0,0,0,35,28.3
2862,17,4,14,0,N,none,0,0,0,35,28.5
2863,17,4,15,0,N,none,0,0,0,36,28.1
2864,17,4,15,0,N,none,0,0,0,37,27.3
2865,15,5,15,0,N,none,0,0,0,34,29.2
2866,16,5,15,0,N,none,0,0,0,35,28.2
2867,16,4,14,0,N,none,0,0,0,34,29.2
2868,16,4,14,0,N,none,0,0,0,35,28.6
2869,17,4,14,0,N,none,0,0,0,35,28.6
2870,17,4,15,0,N,none,0,0,0,36,28.0
2871,16,4,14,0,N,none,0,0,0,35,28.9
2872,17,4,15,0,N,none,0,0,0,36,27.8
2873,16,4,15,0,N,none,0,0,0,35,28.3
2874,16,4,15,0,N,none,0,0,0,35,28.9
2875,17,4,14,0,N,none,0,0,0,35,28.6
2876,17,4,15,0,N,none,0,0,0,35,28.3
2877,16,5,15,0,N,none,0,0,0,35,28.2
2878,17,4,14,0,N,none,0,0,0,35,28.6
2879,16,4,14,0,N,none,0,0,0,34,29.3
2880,16,4,15,0,N,none,0,0,0,35,28.5
2881,16,4,14,0,N,none,0,0,0,35,28.8
2882,18,4,15,0,N,none,0,0,0,36,27.4
2883,16,4,14,0,N,none,0,0,0,34,29.2
2884,17,4,15,0,N,none,0,0,0,35,28.3
2885,17,4,14,0,N,none,0,0,0,35,28.7
2886,17,4,14,0,N,none,0,0,0,36,28.1
2887,17,4,14,0,N,none,0,0,0,35,28.4
2888,17,4,15,0,N,none,0,0,0,36,28.0
2889,17,4,14,0,N,none,0,0,0,35,28.5
2890,17,4,15,0,N,none,0,0,0,36,27.7
2891,16,4,14,0,N,none,0,0,0,34,29.1
2892,17,4,14,0,N,none,0,0,0,35,28.4
2893,17,5,15,0,N,none,0,0,0,36,27.4
2894,16,4,14,0,N,none,0,0,0,34,29.4
2895,17,4,14,0,N,none,0,0,0,35,28.4
2896,17,4,15,0,N,none,0,0,0,36,27.5
2897,16,4,14,0,N,none,0,0,0,34,29.1
2898,18,4,15,0,N,none,0,0,0,36,27.5
2899,16,4,15,0,N,none,0,0,0,35,28.9
2900,16,4,14,0,N,none,0,0,0,35,28.9
2901,18,4,14,0,N,none,0,0,0,36,27.4
2902,16,4,14,0,N,none,0,0,0,34,29.1
2903,17,4,14,0,N,none,0,0,0,35,28.6
2904,17,4,14,0,N,none,0,0,0,35,28.2
2905,17,4,15,0,N,none,0,0,0,35,28.4
2906,17,4,15,0,N,none,0,0,0,35,28.3
2907,17,4,14,0,N,none,0,0,0,35,28.6
2908,17,4,15,0,N,none,0,0,0,36,27.6
2909,16,4,14,0,N,none,0,0,0,34,29.5
2910,16,4,14,0,N,none,0,0,0,34,29.2
2911,17,5,15,0,N,none,0,0,0,37,27.0
2912,15,4,14,0,N,none,0,0,0,33,30.2
2913,17,4,14,0,N,none,0,0,0,35,28.2
2914,17,5,15,0,N,none,0,0,0,37,26.8
2915,14,5,15,0,N,none,0,0,0,34,29.2
2916,15,7,17,0,N,none,0,0,0,39,25.3
2917,12,6,17,0,N,none,0,0,0,35,28.6
2918,12,5,16,0,N,none,0,0,0,33,29.9
2919,14,5,16,0,N,none,0,0,0,35,28.8
2920,15,5,16,0,N,none,0,0,0,35,28.4
2921,14,5,16,0,N,none,0,0,0,35,28.8
2922,14,5,17,0,N,none,0,0,0,37,27.3
2923,13,5,16,0,N,none,0,0,0,34,29.3
2924,13,5,16,0,N,none,0,0,0,35,28.8
2925,14,5,16,0,N,none,0,0,0,35,28.6
2926,14,5,16,0,N,none,0,0,0,35,28.8
2927,14,5,16,0,N,none,0,0,0,35,28.5
2928,14,5,16,0,N,none,0,0,0,35,28.4
2929,15,5,17,0,N,none,0,0,0,36,27.6
2930,13,5,17,0,N,none,0,0,0,34,29.2
2931,13,5,16,0,N,none,0,0,0,34,29.3
2932,14,5,16,0,N,none,0,0,0,35,28.5
2933,14,5,16,0,N,none,0,0,0,35,28.5
2934,14,5,17,0,N,none,0,0,0,36,27.9
2935,13,5,16,0,N,none,0,0,0,35,29.0
2936,14,5,16,0,N,none,0,0,0,35,28.5
2937,14,5,17,0,N,none,0,0,0,36,28.1
2938,14,6,17,0,N,none,0,0,0,37,27.2
2939,12,6,17,0,N,none,0,0,0,35,28.4
2940,12,5,16,0,N,none,0,0,0,33,30.1
2941,13,5,16,0,N,none,0,0,0,35,28.8
2942,14,5,17,0,N,none,0,0,0,36,27.6
2943,13,6,16,0,N,none,0,0,0,35,28.5
2944,13,5,17,0,N,none,0,0,0,35,28.8
2945,13,5,16,0,N,none,0,0,0,34,29.6
