iso,store_id,device_id,cpu_temp_c,hailo_temp_c,arm_clock_mhz,throttled_flags,fan_rpm
2026-06-08T13:10:10-03:00,store-pilot-01,store-pilot-01-cam-01,55.65,35.747955,2400,917504,3656
2026-06-08T13:15:10-03:00,store-pilot-01,store-pilot-01-cam-01,56.2,36.20323,2400,917504,3672
2026-06-08T13:20:10-03:00,store-pilot-01,store-pilot-01-cam-01,55.65,35.899715,2400,917504,3665
2026-06-08T13:25:10-03:00,store-pilot-01,store-pilot-01-cam-01,55.65,36.506752,2400,917504,3664
2026-06-08T13:30:10-03:00,store-pilot-01,store-pilot-01-cam-01,55.65,36.20323,2400,917504,3658
2026-06-08T13:35:10-03:00,store-pilot-01,store-pilot-01-cam-01,56.75,36.20323,2400,917504,3670
2026-06-08T13:40:10-03:00,store-pilot-01,store-pilot-01-cam-01,56.75,36.456165,2400,917504,3680
2026-06-08T13:45:10-03:00,store-pilot-01,store-pilot-01-cam-01,57.3,36.25382,2400,917504,3677
2026-06-08T13:50:10-03:00,store-pilot-01,store-pilot-01-cam-01,56.75,35.697372,2400,917504,3657
2026-06-08T13:55:10-03:00,store-pilot-01,store-pilot-01-cam-01,57.3,35.44444,2400,917504,3658
2026-06-08T14:00:10-03:00,store-pilot-01,store-pilot-01-cam-01,55.65,35.19151,2400,917504,3651
2026-06-08T14:05:10-03:00,store-pilot-01,store-pilot-01-cam-01,56.2,34.685646,1800,917504,3646
2026-06-08T14:10:10-03:00,store-pilot-01,store-pilot-01-cam-01,55.65,35.34327,2400,917504,3647
2026-06-08T14:15:10-03:00,store-pilot-01,store-pilot-01-cam-01,56.2,36.304405,2400,917504,3663
2026-06-08T14:20:10-03:00,store-pilot-01,store-pilot-01-cam-01,56.2,36.354992,2400,917504,3671
2026-06-08T14:25:10-03:00,store-pilot-01,store-pilot-01-cam-01,56.75,36.20323,2400,917504,3668
2026-06-08T14:30:10-03:00,store-pilot-01,store-pilot-01-cam-01,57.85,35.798542,2400,917504,3660
2026-06-08T14:35:10-03:00,store-pilot-01,store-pilot-01-cam-01,57.3,36.456165,2400,917504,3677
2026-06-08T14:40:10-03:00,store-pilot-01,store-pilot-01-cam-01,56.2,36.506752,2400,917504,3680
2026-06-08T14:45:10-03:00,store-pilot-01,store-pilot-01-cam-01,56.2,36.354992,2400,917504,3665
2026-06-08T14:50:10-03:00,store-pilot-01,store-pilot-01-cam-01,56.2,36.20323,2400,917504,3663
2026-06-08T14:55:10-03:00,store-pilot-01,store-pilot-01-cam-01,55.1,35.899715,2400,917504,3660
2026-06-08T15:00:10-03:00,store-pilot-01,store-pilot-01-cam-01,56.2,36.102062,2400,917504,3661
2026-06-08T15:05:10-03:00,store-pilot-01,store-pilot-01-cam-01,54.0,36.40558,2400,917504,3667
2026-06-08T15:10:10-03:00,store-pilot-01,store-pilot-01-cam-01,55.65,36.60792,2400,917504,3671
2026-06-08T15:15:10-03:00,store-pilot-01,store-pilot-01-cam-01,56.75,36.354992,2400,917504,3668
2026-06-08T15:20:10-03:00,store-pilot-01,store-pilot-01-cam-01,56.2,36.051476,2400,917504,3660
2026-06-08T15:25:10-03:00,store-pilot-01,store-pilot-01-cam-01,56.75,36.152645,2400,917504,3665
2026-06-08T15:30:10-03:00,store-pilot-01,store-pilot-01-cam-01,56.75,36.354992,2400,917504,3670
2026-06-08T15:35:10-03:00,store-pilot-01,store-pilot-01-cam-01,56.2,36.20323,2400,917504,3668
2026-06-08T15:40:10-03:00,store-pilot-01,store-pilot-01-cam-01,57.3,36.40558,2400,917504,3671
2026-06-08T15:45:10-03:00,store-pilot-01,store-pilot-01-cam-01,56.75,36.456165,2400,917504,3680
2026-06-08T15:50:10-03:00,store-pilot-01,store-pilot-01-cam-01,55.1,34.736233,2400,917504,3656
2026-06-08T15:55:10-03:00,store-pilot-01,store-pilot-01-cam-01,57.3,35.5962,2400,917504,3659
2026-06-08T16:00:10-03:00,store-pilot-01,store-pilot-01-cam-01,57.3,36.102062,2400,917504,3671
2026-06-08T16:05:10-03:00,store-pilot-01,store-pilot-01-cam-01,56.2,35.950302,2400,917504,3656
2026-06-08T16:10:10-03:00,store-pilot-01,store-pilot-01-cam-01,56.2,35.899715,2400,917504,3657
2026-06-08T16:15:10-03:00,store-pilot-01,store-pilot-01-cam-01,57.3,35.747955,2400,917504,3662
2026-06-08T16:20:10-03:00,store-pilot-01,store-pilot-01-cam-01,58.95,35.697372,2400,917504,3671
2026-06-08T16:25:10-03:00,store-pilot-01,store-pilot-01-cam-01,57.3,35.545612,2400,917504,3656
2026-06-08T16:30:10-03:00,store-pilot-01,store-pilot-01-cam-01,58.4,35.84913,2400,917504,3671
2026-06-08T16:35:10-03:00,store-pilot-01,store-pilot-01-cam-01,55.65,35.393852,2400,917504,3637
2026-06-08T16:40:10-03:00,store-pilot-01,store-pilot-01-cam-01,56.75,35.899715,2400,917504,3658
2026-06-08T16:45:10-03:00,store-pilot-01,store-pilot-01-cam-01,56.2,36.152645,2400,917504,3664
2026-06-08T16:50:11-03:00,store-pilot-01,store-pilot-01-cam-01,58.95,35.798542,2400,917504,3668
2026-06-08T16:55:10-03:00,store-pilot-01,store-pilot-01-cam-01,56.2,35.090336,2400,917504,3644
