timestamp,total_w,0V8_AON,0V8_SW,1V1_SYS,1V8_SYS,3V3_ADC,3V3_DAC,3V3_SYS,3V7_WL_SW,DDR_VDD2,DDR_VDDQ,HDMI,VDD_CORE
2026-06-21T14:21:39.254,4.276,0.0031,0.4204,0.4073,0.3816,0.0014,0.0000,1.2024,0.1995,0.1282,0.0054,0.1080,1.4188
2026-06-21T14:21:39.779,3.565,0.0028,0.2889,0.2250,0.4184,0.0014,0.0000,1.1206,0.1927,0.3330,0.0075,0.1041,0.8706
2026-06-21T14:21:40.305,3.820,0.0031,0.4631,0.4205,0.3741,0.0016,0.0000,1.1995,0.2032,0.1630,0.0021,0.1048,0.8847
2026-06-21T14:21:40.830,4.441,0.0032,0.4277,0.4098,0.3880,0.0014,0.0000,1.1594,0.2074,0.1796,0.0009,0.1049,1.5587
2026-06-21T14:21:41.354,4.164,0.0031,0.3612,0.2268,0.4149,0.0014,0.0000,1.1416,0.2576,0.2398,0.0080,0.1046,1.4047
2026-06-21T14:21:41.879,3.896,0.0030,0.3963,0.3946,0.4146,0.0014,0.0000,1.1949,0.2035,0.3211,0.0033,0.0993,0.8645
2026-06-21T14:21:42.403,3.771,0.0033,0.4445,0.4259,0.3902,0.0014,0.0000,1.1791,0.2547,0.0991,0.0009,0.1077,0.8639
2026-06-21T14:21:42.928,6.206,0.0029,0.3390,0.2286,0.4131,0.0014,0.0000,1.0989,0.1996,0.3404,0.0062,0.1066,3.4697
2026-06-21T14:21:43.455,5.052,0.0032,0.4840,0.4098,0.4058,0.0014,0.0000,1.1830,0.1928,0.3282,0.0092,0.1014,1.9335
2026-06-21T14:21:44.080,4.328,0.0031,0.4462,0.4081,0.3815,0.0006,0.0008,1.2024,0.2001,0.1288,0.0027,0.1059,1.4474
2026-06-21T14:21:44.605,6.015,0.0029,0.3141,0.2269,0.4062,0.0006,0.0004,1.0916,0.1964,0.2686,0.0084,0.1066,3.3924
2026-06-21T14:21:45.129,4.639,0.0029,0.4748,0.4098,0.3971,0.0014,0.0008,1.2059,0.2437,0.3338,0.0077,0.0993,1.4619
2026-06-21T14:21:45.654,3.726,0.0030,0.4514,0.4189,0.3778,0.0006,0.0008,1.1888,0.1964,0.0516,0.0015,0.1045,0.9308
2026-06-21T14:21:46.180,6.053,0.0030,0.2833,0.2289,0.3865,0.0006,0.0008,1.1985,0.2495,0.1111,0.0033,0.1054,3.4825
2026-06-21T14:21:46.705,3.749,0.0032,0.4079,0.2271,0.4132,0.0014,0.0000,1.1474,0.2001,0.3713,0.0083,0.1054,0.8639
2026-06-21T14:21:47.230,4.133,0.0030,0.4441,0.4193,0.4167,0.0014,0.0000,1.4310,0.2077,0.2268,0.0000,0.1048,0.8780
2026-06-21T14:21:47.759,4.301,0.0030,0.4163,0.4167,0.3832,0.0014,0.0000,1.1830,0.2035,0.1546,0.0015,0.1046,1.4328
2026-06-21T14:21:48.285,5.996,0.0032,0.2989,0.2285,0.4466,0.0016,0.0000,1.1140,0.2002,0.1459,0.0078,0.1089,3.4404
2026-06-21T14:21:48.810,4.454,0.0033,0.4406,0.4082,0.4113,0.0014,0.0000,1.1302,0.2073,0.0776,0.0000,0.1028,1.6711
2026-06-21T14:21:49.336,3.738,0.0029,0.4478,0.4171,0.3885,0.0014,0.0002,1.1772,0.2074,0.1035,0.0000,0.1073,0.8847
2026-06-21T14:21:49.861,4.488,0.0029,0.4065,0.4086,0.4183,0.0014,0.0000,1.1937,0.2569,0.1329,0.0012,0.1056,1.5598
2026-06-21T14:21:50.385,3.978,0.0031,0.3390,0.2275,0.4145,0.0014,0.0008,1.0925,0.1817,0.1645,0.0203,0.1055,1.4268
2026-06-21T14:21:50.910,4.954,0.0031,0.4177,0.4169,0.4131,0.0014,0.0000,1.1959,0.1992,0.1964,0.0000,0.1006,2.0101
2026-06-21T14:21:51.435,5.111,0.0032,0.4451,0.4005,0.3774,0.0014,0.0000,1.2014,0.2037,0.1296,0.0009,0.1078,2.2398
2026-06-21T14:21:51.960,6.138,0.0029,0.2915,0.2261,0.4323,0.0006,0.0000,1.1012,0.2223,0.2724,0.0112,0.1072,3.4697
2026-06-21T14:21:52.484,4.596,0.0031,0.4709,0.4303,0.4201,0.0014,0.0008,1.1869,0.2436,0.1969,0.0089,0.1027,1.5306
2026-06-21T14:21:53.009,3.731,0.0031,0.4407,0.4170,0.3726,0.0014,0.0004,1.1723,0.2032,0.1446,0.0000,0.1049,0.8703
2026-06-21T14:21:53.541,4.477,0.0031,0.4093,0.4070,0.3886,0.0006,0.0008,1.1836,0.2510,0.1793,0.0015,0.1052,1.5468
2026-06-21T14:21:54.066,6.065,0.0031,0.2898,0.2257,0.4079,0.0006,0.0008,1.1254,0.2025,0.2263,0.0074,0.1055,3.4697
2026-06-21T14:21:54.590,5.002,0.0030,0.4712,0.4077,0.3776,0.0012,0.0000,1.1952,0.2038,0.3343,0.0080,0.1026,1.8970
2026-06-21T14:21:55.116,3.789,0.0029,0.4409,0.4205,0.3866,0.0014,0.0004,1.2030,0.1992,0.1556,0.0006,0.1068,0.8706
2026-06-21T14:21:55.643,5.366,0.0029,0.4541,0.4113,0.3851,0.0014,0.0008,1.2175,0.1963,0.1261,0.0071,0.1051,2.4583
2026-06-21T14:21:56.168,4.189,0.0030,0.3409,0.2278,0.4057,0.0012,0.0000,1.0989,0.2000,0.3170,0.0075,0.1040,1.4830
2026-06-21T14:21:56.692,4.536,0.0031,0.4051,0.4177,0.3988,0.0006,0.0000,1.1733,0.2038,0.0543,0.0000,0.1041,1.7748
2026-06-21T14:21:57.217,4.424,0.0031,0.4173,0.4074,0.3901,0.0014,0.0002,1.1950,0.2608,0.1978,0.0035,0.1078,1.4394
2026-06-21T14:21:57.741,4.183,0.0031,0.3068,0.2278,0.4181,0.0006,0.0008,1.0945,0.2206,0.2877,0.0042,0.1078,1.5106
2026-06-21T14:21:58.267,4.429,0.0029,0.4292,0.4103,0.4289,0.0014,0.0000,1.1879,0.1999,0.3805,0.0124,0.1036,1.2715
2026-06-21T14:21:58.891,5.208,0.0032,0.4314,0.4086,0.3955,0.0014,0.0008,1.2178,0.1928,0.0896,0.0157,0.1061,2.3455
2026-06-21T14:21:59.415,4.859,0.0030,0.3562,0.2263,0.4255,0.0014,0.0008,1.0786,0.2041,0.1638,0.0136,0.1020,2.2836
2026-06-21T14:21:59.939,4.001,0.0030,0.3944,0.4195,0.3796,0.0006,0.0008,1.1759,0.2582,0.0494,0.0000,0.1044,1.2153
2026-06-21T14:22:00.463,4.076,0.0029,0.4478,0.4074,0.3867,0.0012,0.0000,1.2163,0.2035,0.0345,0.0009,0.1060,1.2687
2026-06-21T14:22:00.987,5.106,0.0033,0.2677,0.2279,0.4326,0.0006,0.0008,1.1578,0.2535,0.3375,0.0000,0.1022,2.3223
2026-06-21T14:22:01.511,3.755,0.0029,0.3963,0.4182,0.3814,0.0014,0.0008,0.9944,0.1783,0.0551,0.0000,0.1033,1.2231
2026-06-21T14:22:02.036,4.160,0.0030,0.4384,0.4071,0.3974,0.0012,0.0000,1.2016,0.1992,0.1468,0.0015,0.1105,1.2536
